text,summary,text_opus
"Under proposals to save £250,000 a year the museum will also close for two days a week during the winter. Chief Executive Andrew Lovett said visitor numbers were down about 40,000 on what he had expected this year. ""Being mainly self funding we have to earn almost everything we need to run, so any downturn in people visiting has a significant impact,"" he said. ""We know people are spending less on our site, rising petrol costs are having an impact and then we had an appalling summer. ""Our losses are very significant and we can no longer ignore that."" 'Impossible situation' From next year the museum will also lose a £70,000 a year grant from Dudley Council. The council made the decision to withdraw funding in March because it needs to save £13m from its own budget. Mr Lovett said: ""I don't blame the local authority at all. ""I won't have a bad word said against them because like many local authorities up and down the country they're in impossible situation and have to make difficult choices."" The museum, which costs about £3.3m a year to run, currently employs 239 people. It said both casual and contracted staff would be affected by the job cuts. Under the plans it would be closed on Mondays and Tuesdays from 1 November until April. The museum said it was currently consulting workers about the plans.",The Black Country Living Museum has said it plans to cut up to 70 jobs because of falling visitor numbers.,"Sa ilalim ng mga panukala na mag-tipid ng £250,000 kada taon ang museo ay magsasara rin ng dalawang araw kada linggo sa panahon ng taglamig. Sinabi ng punong tagapangasiwa na si Andrew Lovett na ang mga numero ng bisita ay bumaba ng halos 40,000 sa inaasahan niya sa taong ito. ""Sa pagiging pangunahing self supply ay kailangan nating kumita ng halos lahat ng kailangan nating patakbuhin, kaya anumang pagbaba sa mga taong dumadalaw ay may malaking epekto,"" sabi niya na mas mababa ang halaga ng mga tao sa ating site, ang tumataas na gastos sa paggawa ay may epekto at pagkatapos ay may mabigat na pag-apekto sa tag-init.""[3] Ang ating mga pagkalugi ay walang bayad sa mga lokal na sitwasyon ay nagreporta't na aabot sa mga lokal na produceptions.""[kailangan ng isang taon."
"A community interest company appointed by the city council in March is running the parade and ticketed festival. The parade started at 11:00 BST from Madeira Drive and takes in King's Road, West Street and North Street before travelling up the A23 to Preston Park. Sussex Police said 28,000 tickets had been sold with delays of up to two hours for entry to the park. Jason Simons, 42, from London, who wore a pair of high heels and skimpy shorts, said: ""Pride in Brighton always puts on a good show. ""Everyone gets into the spirit of it, and it has got something for everyone. I absolutely love it."" Alexandra Burke, the Freemasons and Fatboy Slim will headline the festival in the park. The event was free until 2010, but Pride events were dogged by money problems and complaints about overcrowding and litter. Trevor Edwards, the director of Pride Brighton and Hove, described the event as the ""highlight in the city's cultural calendar for LGBT residents, friends and visitors alike"". One man was taken to hospital ""after dancing out of a window"", Sussex Police said. 'Rebuild bridges' Drag entertainer Stephen Richards, who performs as Lola Lasagne, said this year's Brighton and Hove Pride was going back to its roots. ""Pride is a celebration of everything we have here,"" he said. The festival is usually held in August but was delayed this year to avoid a clash with the London Olympics. ""Pride is a great showcase for the city and one of the biggest events in the calendar,"" said Sussex Police Chief Supt Graham Bartlett. ""It will be business as usual in the city centre, although we do expect some temporary disruption to traffic."" Police have warned that anyone holding unlicensed events, including on the beach, could face prosecution.",Tens of thousands of visitors have gathered in Brighton and Hove for the city's 20th Pride festival.,"Ang isang kompanyang pantelebisyon na itinalaga ng konseho ng lungsod sa Marso ay nagpapatakbo ng parada at nagbibigay ng tiket na pista. Ang parada ay nagsimula sa 11:00 BST mula sa Madeira Drive,"" ang isa ay naantala sa King's Road, West Street at North Street bago ang paglalakbay sa A23 hanggang sa Preston Park. Ang Sussex Police ay nagsabi ng 28,000 tiket na may mga pag-aalsa sa dalawang oras para sa pagpasok sa parke. Si Jason Simons, mula sa London, na may suot na isang pares ng mataas na takong at si Smarckspy: """"                                                                                                                                      ."
"May, Clarkson's co-presenter on the BBC motoring show, suggested those who sent the online abuse ""do the world a much bigger favour by killing yourself"". ""Obviously I don't actually want people to kill themselves but, really, we don't want them as fans,"" May added. Perkins quit Twitter earlier this week, following the abusive tweets. ""I am off Twitter for a bit,"" she tweeted on Tuesday, signing off: ""Love and peace."" The presenter, who hosts BBC One's The Great British Bake Off, tweeted that some of the threats she had received included someone who ""suggested they'd like to see me burn to death"", while her timeline ""has been full of blokes wishing me dead"". She described the suggestion that she was taking the Top Gear job as an ""utterly fabricated story"". Clarkson was dropped by the BBC in March after a ""fracas"" during which he punched producer Oisin Tymon. Perkins was among several names being speculated over as possible replacements for Clarkson. Last week she was announced as being the bookmakers' favourite to replace Clarkson. Bookmakers Coral said she was the front-runner for the job, followed by Dermot O'Leary and then Jodie Kidd. Perkins fronts several other TV shows, including programmes on travel and the Edinburgh Festival on BBC Two and a Sky Atlantic Game of Thrones live discussion spin-off called Thronecast. May is currently preparing to tour a Top Gear spin-off around the UK alongside Clarkson and fellow co-host Richard Hammond. There has been no further announcement as to whether he and Hammond will continue to front the BBC show following Clarkson's departure.",Presenter James May has condemned those who sent death threats to Sue Perkins over reports she was replacing Jeremy Clarkson on Top Gear.,"Mayo, ang co-presidente ni Clarkson sa palabas ng BBC motoring, ay nagmungkahi sa mga nagpadala ng pang-aabusong online na ""gumawa ng mas malaking pabor sa mundo sa pamamagitan ng paghahanda sa iyong sarili"". ""Obviously I't anlyly being producer thatly with worews with Haveed with author's works with the works weren as were with the that that weight weight weight werewed their weren the weing the were while with the weing the works weren her the work the weren her the work the work the weren her the work the her the work the work the her the work the her the the work the work the work the her the her the work the work the her the her the her the her the her the work the her the her the her the her the her the her the her the her the her the her the her the her the her the the the her the the the the the the the work the wo woren her the her the her the her the her the her the her the her the her the her the the the the the the her the her the the the her her her the the the the the the the the the the the the the the the the the the the the the the the the wren her."
"The 13 ft-high (4 metre) memorial in Paragon Street is close to the city's maritime museum. It honours the lives lost at sea in peace and war and was commissioned by the Merchant Navy Association. Councillor Stephen Brady, leader of Hull City Council, said the £30,000 memorial was ""something I feel the city should have had long ago"". It was a ""reminder of the sacrifices and contributions made to the city by the Merchant Navy"", he added. Eddie Piercy, chairman of Hull Independent Merchant Navy Association, said the seamen's contribution to the ""wealth, culture and heritage of Hull has been instrumental in giving the city its own distinctive independent character."" King George V granted the title Merchant Navy to the UK's shipping industry after World War One to recognise the seamen's contribution to the battle. The UK's merchant fleet was the largest in the world during World Wars One and Two.","A memorial to the seamen of the Merchant Navy in the shape of a ship's bow, has been unveiled in Hull.","Ang 13 ft-high (4 metre) memoryal sa Paragon Street ay malapit sa museo ng maritime sa lungsod. Ito ay nagpaparangal sa mga buhay na nawala sa dagat sa kapayapaan at digmaan at iginawad ng Merchant Navy Association. ang Councillor Stephen Brady, lider ng Hull City Council, ay nagsabi na ang £30,000 memoryal ay ""isang bagay na nadama ko ang lungsod ay matagal nang nai-atas"". Ito ay isang ""tagapag-alaala ng mga sakripisyo at mga kontribusyon sa lungsod ng Merchant Navy,"" ang kanyang idinagdag ay ang ""isang bagay na nadama ko na ang serial serial series of the World Investy of the Philippines of the Philippines's."" na binigyan ng Eventerial serial's."
"Members of the Rail, Maritime and Transport (RMT) union and the Transport Salaried Staffs Association (TSSA) will walk out from 18:00 GMT on 8 January. However, plans for an RMT driver walkout on the Central Line on Christmas Eve has now been suspended. The unions said abuse against staff had increased since staff levels were cut and ticket offices closed. RMT general secretary Mick Cash said working on the Tube had become ""horrific"" because of ""the toxic impact of the job cuts programme"". ""With the constant overcrowding on stations and platforms, it is only a matter of time before there is a major tragedy if we don't act decisively,"" he said. Manuel Cortes, the general secretary of the TSSA, said workers were ""fed up of being made scapegoats for passenger frustrations"". A recent review commissioned by London Mayor Sadiq Khan found the office closures had caused ""significant issues"" for passengers but said they should not be reopened. Steve Griffiths, chief operating officer for London Underground, said it was ""working with unions"" and additional staff were being employed ""to provide a better service for our customers"". The planned walkout on the Central Line had been organised by the RMT because of the ""overly harsh"" dismissal of a driver for gross misconduct after he passed a red signal. Peter McNaught, operations director for the Central Line, said the driver had ""potentially put the safety of others at risk"" and a ""full and fair disciplinary process"" was carried out.",Thousands of Tube workers are to hold a 24-hour strike in a row over jobs and ticket office closures.,"Ang mga kasapi ng produksyon ng Rail, Maritime and Transport (RMT) at ang Transport Salwail Staffs Association (TSSA) ay lalabas mula sa 18:00 GMT noong 8 Enero. Gayunpaman, ang mga plano para sa isang RMT driver walkout sa Central Line sa Bisperas ng Pasko ay nasuspinde na ngayon. Ang mga unyon ay nagsabi na ang pang-aabuso laban sa mga tauhan ay nadagdagan at ang mga tanggapan ng tiket ay nagsara. Ang RMT general secretary Mick Cash ay sinabing naging ""orific"" dahil ang mga inducancements"" ay sinabi ng media na ang mga manggagawa ng media ay tiyak na ang mga comproduceplications. Ang mga characters. Ang mga character ay ginawa para sa pamamagitan ng media na """" ay sinabi ni Cor."
"Middlesbrough Council issued the fine saying TJ Hughes was not an ""essential"" retailer and should be closed. But the firm said its store is ""entitled to remain open"" as it sells food, hardware and gardening supplies. TJ Hughes closed the Middlesbrough store ""voluntarily"". The council has been contacted for comment. The firm said some local authorities have allowed local branches to remain open but others, like Middlesbrough, have challenged it. Chief Operating Officer Jason Harmer said: ""TJ Hughes takes public health extremely seriously. We also always seek to act within the parameters of the law. ""We have voluntarily closed some of our stores on a site by site basis but TJ Hughes has a responsibility to its staff and others to continue trading safely. ""It is therefore the intention to legally challenge the local authorities' positions. It is wholly nonsensical that TJ Hughes stores be asked to close when other similar mixed retail stores remain open nationwide."" The council previously said the town's infection rate is ""alarmingly high"" and it was taking action to protect public health. In the seven days up to and including 15 November, Middlesbrough reported 622 cases, with an infection rate of 441.2 per 100,000 of the population, according to figures. Under the current restrictions only essential retail such as food shops, supermarkets, pharmacies, hardware stores and off-licences should be open, together with other permitted retail such as garden centres. Non-essential retail, such as clothing, electrical and homeware stores should be closed other than for click-and-collect. Follow BBC North East & Cumbria on Twitter, Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.","Department store TJ Hughes is ""legally challenging"" a council which fined it £17,000 for opening during the coronavirus lockdown.","Ang Middlesbrough Council ay naglabas ng mainam na kasabihan na ang TJ Hughes ay hindi isang ""essential"" na nagbebenta at dapat ay sarado. Ngunit sinabi ng kompanya na ang tindahan nito ay ""entited upang manatiling bukas"" habang ito ay nagbebenta ng pagkain, hardware at paghahalaman na mga suplay. Ang TJ Hughes ay nagsara ng Middlesbrough store ""voluntary"".Ang sanggunian ay nananatiling naka-endorso para sa komento. Ang mga lokal na mga tindahan ay nagpahintulot sa pagbubukas ngunit ang iba pa ay nagresultang ang mga lokal na sanggunian ay nagreresulta sa mga locallylylyed upang ang mga works. ""Thes works works works of thereat ang mga locally works."" Ang mga locally locally works."
"The Northern Ireland Composite Economic Index (NICEI) covering the period October - December 2012 estimates that economic activity increased by 0.4%. The index has risen in three of the last four quarters with an annual rise of 0.3% over the year. Economic activity is now back at 2004 levels. This suggests a weak recovery following a very deep recession. This is the second set of results from the index, which is the official measure of the region's overall economic performance.",The Northern Ireland economy grew slightly in the last three months of 2012 according to results from a new survey published on Wednesday.,"Tinataya ng Northern Ireland Composite Economic Index (NEEI) na sumasaklaw sa panahong Oktubre - Disyembre 2012 na ang gawaing ekonomiko ay tumaas ng 0.4%.Ang indise ay tumaas sa tatlo sa huling apat na sangkapat na may taunang pagtaas ng 0.3% sa loob ng taon.Ang gawaing ekonomika ay ngayon ay bumabalik sa antas ng 2004.Ito ay nagpapahiwatig ng isang mahinang paggaling kasunod ng isang napakalalim na resesyon. ito ang ikalawang set ng mga resulta mula sa indise, na siyang opisyal na sukatan ng pangkalahatang ekonomikang pagganap ng rehiyon."
"Carr, who plays forensic examiner Clarissa Mullery, was with her personal assistant when the assault happened near London's Euston station. A man has been detained under the Mental Health Act, police said. ""Thanks to everyone who has sent their love and good wishes following last week's stabbing,"" Carr said. ""Just to reassure you that whilst it was very frightening at the time, I came out of it relatively unscathed and was even back home later that night. ""Looking forward to returning to filming on Silent Witness next week where thankfully all the violence is fake!"" The 45-year-old, who uses a wheelchair, suffered minor cuts. Both women were taken to hospital and later discharged. She also tweeted: ""I want to say an extra thank you to the amazing paramedics, ambulance crew & A&E staff #SaveTheNHS."" The incident happened on 10 August. A Scotland Yard spokesperson said: ""A man - aged in his 20s - was arrested at the scene on suspicion of GBH. ""He was taken into custody at a north London police station. He was subsequently detained under the Mental Health Act."" Carr, also a comedian whose recent work includes Assisted Suicide: The Musical, has been using a wheelchair since she was seven. Two days after the attack, her Silent Witness co-star Emilia Fox described Carr on Twitter as ""one of the most phenomenal women alive, thank goodness!"". Carr replied by thanking Fox for ""all the love today and always"". Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","Silent Witness actress Liz Carr has said being attacked by a man with scissors was ""very frightening"" but that she was ""relatively unscathed"".","Carr, na gumaganap ng forensic protections Clarissa Mulley, ay kasama ng kanyang personal na katulong nang mangyari ang pagsalakay malapit sa istasyon ng Euston ng London.Ang isang lalaki ay ikinulong sa ilalim ng Mental Health Act, sinabi ng pulis. ""Salamat sa lahat ng nagpadala rin ng kanilang pag-ibig at mabubuting kagustuhan kasunod ng Euston sa nakaraang linggo,"" sabi ni Carr upang bigyang katiyakan kayo na habang nagaganap ang kanyang menor de edad, lumabas ako rito na may kasamang pag-isip ng Y-H."""
"He said additional staff, including a specialist trauma surgeon, have been recruited to deal with casualties. Every year about 40,000 visitors from all over the world visit the island during the festival fortnight. Mr Quayle added: ""We are expecting to spend between £200,000 and £300,000 to fund extra services during the period."" Every June Noble's Hospital in Braddan sees a peak in the number of people needing treatment for broken bones. ""Numbers vary from year to year but we have brought over a specialist trauma surgeon for two weeks,"" continued Mr Quayle. ""We have also recruited four experienced registered nurses for Accident and Emergency. Some years are relatively quiet and others extremely busy."" ""Huge fan"" In previous years, the TT is estimated by the government to have contributed £19m to the island's economy, with £3.5m heading to the exchequer. On any one day the number of tourists visiting the Isle of Man during festival fortnight can be 25,000. ""It is a great thing for the island and I'm a huge fan myself but we have to realise it does come at a cost,"" continued Mr Quayle. ""Having said that the hospital does an excellent job - I hear nothing but praise.""","The hospital bill for the TT festival is expected to run into ""hundreds of thousands of pounds"", the Manx Health Minister Howard Quayle has confirmed.","Sabi niya ang karagdagang mga kawani, pati na ang isang espesyalistang siruhano sa trauma, ay kinakalap upang pakitunguhan ang mga nasawi. Sa bawat taon halos 40,000 bisita mula sa lahat ng panig ng daigdig ang dumadalaw sa isla sa panahon ng kapistahan sa panahon ng gabi. idinagdag pa ni Mr Quayle: ""Inaasahan naming gugugol sa pagitan ng £200,000 at £300,000 upang tustusan ang karagdagang mga serbisyo sa loob ng yugto ng panahon."" Tuwing Hunyo Noble's Hospital sa Braddan, nakikita namin ang pinakamataas na bilang sa bilang ng mga taong nangangailangan ng paggamot para sa mga nabaling buto. ""NOMumbers and £600."" Ang mga pasyente ay may karanasan sa loob ng dalawang linggo para sa pamahalaan na may kinalaman sa mga 50 taon."""
"Built in 1797, the Ditherington Flax Mill was the world's first iron-framed building and has been derelict for more than 20 years. Plans have been discussed to develop the English Heritage-owned site to provide employment, housing, social and leisure opportunities. The plans will be on show at the Flax Mill on Friday and Saturday. Planning and listed building applications were due to be submitted in July and it was hoped funding will be secured in time to allow work to start next year. Skyscraper design Various possible sources of funding were being explored for the development, including Heritage Lottery Funding. The Ditherington Flax Mill was used to process flax for 100 years before being converted into a maltings. The mill was built around an iron frame in a technique adapted in the rebuilding of Chicago in the late 19th Century and for skyscrapers such as New York's Empire State Building. English Heritage and architects Feilden Clegg Bradley Studios have been working together with support from Shropshire Council, English Heritage, Advantage West Midlands and the Homes and Communities Agency.",The latest designs for the future of a historic Shropshire mill site have been put on display to the public.,"Itinayo noong 1797, ang Ditherington Flax Mill ay ang kauna-unahang gusaling gawa sa bakal-framed sa buong mundo at naging derelict sa loob ng mahigit sa 20 taon. Ang mga plano ay tinalakay na upang paunlarin ang English Heritage-owned site upang magbigay ng trabaho, pabahay, panlipunan at libangan na pagkakataon.Ang mga plano ay ipapalabas sa Flex Mill sa Biyernes at Sabado. Ang pagpaplano at itinalang mga aplikasyon sa pagtatayo ay nakatakdang isumite sa Hulyo at inaasahang makakukuha ng pondo sa panahon upang simulan ang susunod na taon. Ang mga disenyong pang-estudyo ng English ay ginamit sa pag-edukasyon sa mga Philippines. Ang Flytryang pang-Glord. Ang mga work ay ginamit para sa pag-Glordrovelop ay ginamit para sa mga Philippines. Ang mga work ay ginamit para sa pag-Gantrying Philippines upang maging isang producation Philippines ay isang producation work na Philippines."
