id,premise,choice1,choice2,question,label,mirrored,premise_opus,choice1_opus,choice2_opus
1406,I salesman's pitch was very good.,He persuaded me to buy the product.,I turned his offer down.,effect,1,1,Ang tono ng katawan ng ahente ay napakahusay.,Hinikayat niya akong bilhin ang produkto.,Tinanggihan ko ang alok niya.
286,My daughter suffered an allergy attack.,I took her to the emergency room.,I encouraged her to take deep breaths.,effect,1,0,Ang aking anak na babae ay inatake ng alerdyi.,Dinala ko siya sa emergency room.,Hinimok ko siyang huminga nang malalim.
1186,The doctor discovered the patient's arm was broken.,He discovered that the patient's arm was broken.,He put the patient's arm in a cast.,effect,2,1,Natuklasan ng doktor na nabali ang braso ng pasyente.,Natuklasan niya na nabali ang braso ng pasyente.,Inilagay niya ang braso ng pasyente sa isang molde.
472,The tree branch landed in the river.,The river's current became stronger.,The branch moved downstream.,effect,2,0,Ang sanga ng puno ay lumapag sa ilog.,Lalong lumakas ang agos ng ilog.,Ang sangay ay bumaba sa ilog.
1484,Political violence finally ended in the nation.,Many citizens relocated to the capitol.,Many citizens took refuge in other territories.,effect,1,1,Sa wakas ang pulitikal na karahasan ay nagwakas sa bansa.,Maraming mamamayan ang lumipat sa capitol.,Maraming mamamayan ang nanganlong sa ibang teritoryo.
453,The detective revealed an anomaly in the case.,He scrapped his theory.,He finalized his theory.,effect,1,0,Ang tiktik ay nagsiwalat ng isang anomalya sa kaso.,Kinayod niya ang kaniyang teoriya.,Ang kaniyang teoriya ay kaniyang ginawang huli.
238,The man had an attack of conscience.,He manipulated his friend.,He admitted his indiscretion.,effect,2,0,Ang lalaki ay inatake ng budhi.,Inimpluwensiyahan niya ang kaniyang kaibigan.,Inamin niya ang kaniyang kawalang - ingat.
423,I put my hands under the running faucet.,The water splashed in my face.,The soap rinsed off my hands.,effect,2,0,Inilagay ko ang aking mga kamay sa ilalim ng tumatakbong gripo.,Ang tubig ay tumapon sa aking mukha.,Hinugasan ng sabon ang aking mga kamay.
1312,The woman was about to cook.,She took antibiotics.,She washed her hands.,effect,2,1,Paluluto na sana ang babae.,Uminom siya ng mga antibiyotiko.,Hinugasan niya ang kaniyang mga kamay.
225,The girl pushed herself off the top of the slide.,She glided down the slide.,She crawled up the slide.,effect,1,0,Ang batang babae ay itinulak ang kaniyang sarili mula sa tuktok ng slide.,Siya'y nagpadulas pababa sa padulasan.,Gumapang siya sa padulasan.
1308,The woman worried whether she would be late.,The woman took her sweater off.,The woman glanced at her watch.,effect,2,1,Nag - aalala ang babae kung magiging huli kaya siya.,Inalis ng babae ang kaniyang pangginaw.,Ang babae ay tumingin sa kaniyang relos.
12,The elderly woman suffered a stroke.,The woman's daughter came over to clean her house.,The woman's daughter moved in to take care of her.,effect,2,0,Ang may edad nang babae ay naistrok.,Ang anak na babae ng babae ay lumapit upang linisin ang kaniyang bahay.,Ang anak na babae ng babae ay lumipat upang alagaan siya.
1185,The woman was questioned about the scar on her face.,She hid the scar with makeup.,She explained the scar to strangers.,effect,2,1,Ang babae ay tinanong tungkol sa pilat sa kaniyang mukha.,Itinago niya ang pilat sa pamamagitan ng meykap.,Ipinaliwanag niya ang pilat sa mga estranghero.
1254,The cloud computer was blocked.,I brought my umbrella to work.,I brought my laptop to work.,effect,2,1,Ang cloud computer ay naharangan.,Dinala ko ang aking payong sa trabaho.,Dinala ko sa trabaho ang aking laptop.
1322,The customer had enough money for the souvenir.,He bargained with the vendor.,The vender sold it to him.,effect,2,1,Ang parokyano ay may sapat na pera para sa subenir.,Nakipagtawaran siya sa tindero.,Ipinagbili ito sa kaniya ng vendier.
189,The girl performed in a dance recital.,Her parents came to watch the recital.,Her parents showed her how to dance.,effect,1,0,Ang batang babae ay nagtanghal sa isang recital ng sayaw.,Ang kaniyang mga magulang ay dumating upang panoorin ang pagbigkas.,Ipinakita sa kaniya ng kaniyang mga magulang kung paano sumayaw.
1389,The girl hated her parents.,She obeyed her parent's rules.,She ran away from home.,effect,2,1,Kinapootan ng batang babae ang kaniyang mga magulang.,Sinunod niya ang mga tuntunin ng kaniyang magulang.,Siya'y lumayas sa tahanan.
477,The lobbyist persuaded the legislature to support the bill.,The president vetoed the bill.,The legislature passed the bill.,effect,2,0,Hinikayat ng lobbyist ang lehislatura na suportahan ang panukalang batas.,Hinango ng pangulo ang panukalang - batas.,Ipinasa ng batasan ang panukalang batas.
1192,The buerau drawers were opened.,I threw away unnecessary contents.,I locked the drawers shut.,effect,2,1,Binuksan ang mga drower ng puerau.,Itinapon ko ang di - kinakailangang mga nilalaman.,Isinara ko ang mga kahon.
114,The surfer caught the wave.,She paddled her board into the ocean.,The wave carried her to the shore.,effect,2,0,Nahuli ng surfer ang alon.,Hinila niya ang kaniyang tabla sa karagatan.,Dinala siya ng alon sa dalampasigan.
52,The homeowners disliked their nosy neighbors.,They built a fence around their property.,They hosted a barbeque in their backyard.,effect,1,0,Ayaw ng mga may - ari ng bahay ang kanilang walang - kuwentang mga kapitbahay.,Nagtayo sila ng bakod sa palibot ng kanilang pag - aari.,Sila'y naglagay ng isang barbesque sa kanilang likod - bahay.
1132,The cowgirl missed her lasso towards the horse.,The horse trotted into the barn.,The lasso grabbed onto the horse.,effect,1,1,Hinahanap - hanap ng cowgirl ang kaniyang lasso patungo sa kabayo.,Ang kabayo ay tumatakbo sa kamalig.,Sinunggaban ng lasso ang kabayo.
421,The student misspelled the word.,The teacher dismissed her.,The teacher corrected her.,effect,2,0,Hinahanap - hanap ng estudyante ang salitang ito.,Siya'y pinaalis ng guro.,Siya'y itinuwid ng guro.
1162,I tossed the ball forward.,The ball hit the ceiling.,The ball rolled across the ground.,effect,2,1,Inihagis ko ang bola sa unahan.,Ang bola ay tumama sa kisame.,Ang bola ay gumugulong sa lupa.
1397,The man wanted to make a note.,The man retrieved a pen from his pocket.,The man put his glasses on.,effect,1,1,Nais ng lalaki na magbigay ng nota.,Kinuha ng lalaki ang isang pluma mula sa kaniyang bulsa.,Isinusuot ng lalaki ang kaniyang salamin sa mata.
281,The shopper wondered about the cost of the item.,He decided to buy it.,He checked its price tag.,effect,2,0,Ang mamimili ay nag - iisip tungkol sa halaga ng bagay na iyon.,Ipinasiya niyang bilhin ito.,Sinuri niya ang presyo nito.
1208,The man woke up late.,He missed an appointment with the dentist.,He made an appointment with the dentist.,effect,1,1,Ang lalaki ay nagising nang huli.,Hindi siya nakipag - appointment sa dentista.,Nakipag - appointment siya sa dentista.
261,The police officer pulled over the celebrity.,The celebrity sued the police officer.,The celebrity offered the officer a bribe.,effect,2,0,Tinangay ng opisyal ng pulisya ang sikat na mga tao.,Ang sikat na mga tao ay nagdemanda sa opisyal ng pulisya.,Inalok ng celebrity ang opisyal ng suhol.
329,The DJ turned the music on.,People began to dance.,People left the party.,effect,1,0,Binuksan ng DJ ang musika.,Nagsimulang sumayaw ang mga tao.,Iniwan ng mga tao ang partido.
1073,The authorities brought on the case many years later.,They withheld the victim's name from the public.,The victim struggled to recall details about the crime.,effect,2,1,Ang kaso ay dinala ng mga awtoridad pagkalipas ng maraming taon.,Ipinagkait nila sa publiko ang pangalan ng biktima.,Ang biktima ay nakipagpunyagi upang maalaala ang mga detalye tungkol sa krimen.
1469,An old coal mine was turned into a beautiful park.,Environmentalists started a petition.,Environmentalists produced a documentary.,effect,2,1,Isang lumang minahan ng karbon ang ginawang isang magandang parke.,Sinimulan ng mga dalubhasa sa kapaligiran ang isang petisyon.,Ang mga dalubhasa sa kapaligiran ay gumawa ng isang dokumentaryo.
1107,The man looked at his list.,He realized he was early.,He realized he forgot something.,effect,2,1,Tiningnan ng lalaki ang kaniyang listahan.,Natanto niya na maaga siya.,Natanto niya na may nakalimutan siya.
1355,I got ready to clean the room.,I put the rubber gloves on.,I clamped my hand over my nose.,effect,1,1,Ako'y naghanda upang linisin ang silid.,Inilagay ko ang mga guwantes na goma.,Inipit ko ang aking kamay sa aking ilong.
1133,The group was offended by the woman's faux pas.,The woman apologized.,The woman was relieved.,effect,1,1,Ang grupo ay nagalit sa faux pas ng babae.,Humingi ng paumanhin ang babae.,Nakahinga nang maluwag ang babae.
272,The woman betrayed her friend.,Her friend cut off contact with her.,Her friend sent her a greeting card.,effect,1,0,Niloko ng babae ang kaniyang kaibigan.,Pinutol ng kaniyang kaibigan ang pakikipag - ugnayan sa kaniya.,Pinadalhan siya ng kaniyang kaibigan ng isang kard na pambati.
112,The man begged for forgiveness.,The woman joked around with him.,The woman took pity on him.,effect,2,0,Humingi ng tawad ang lalaki.,Ang babae ay nagbirong kasama niya.,Naawa sa kaniya ang babae.
1228,The car looked keyed.,He owner took it in for a paint job.,The owner took it to the car wash.,effect,1,1,Nakakandado ang kotse.,Kinuha niya ito para sa isang trabaho sa pagpipinta.,Dinala ito ng may - ari sa paligo ng kotse.
27,The toddler became cranky.,Her mother fixed her hair into pigtails.,Her mother put her down for a nap.,effect,2,0,Ang bata ay nanlinlang.,Ang kaniyang ina ay naglagay ng kaniyang buhok sa mga pigtail.,Pinahiga siya ng kaniyang ina para sa pag - idlip.
