gold_label,sentence1,sentence2,sentence1_opus,sentence2_opus
entailment,"Indeed, part of what we need is a way of characterizing the organization of real processes in the nonequilibrium world.",We need to label the organization.,"Oo, bahagi ng kailangan natin ay isang paraan ng pag - uuri sa organisasyon ng tunay na mga proseso sa daigdig na walangquilibrium.",Kailangang bansagan natin ang organisasyon.
entailment,And how did such a cold and unhuman thing like a telecommunications protocol for transferring files between a mainframe and a microcomputer get dubbed Kermit?,Kermit is the name for a certain type of telecommunications protocol.,At paano tinawag na Kermit ang gayong malamig at di - makataong bagay na gaya ng isang telekomunikasyon para sa paglilipat ng mga file sa pagitan ng isang mainframe at isang microcomputer?,Kermit ay ang pangalan para sa isang uri ng telekomunikasyon protocol.
entailment,No difference exists between younger and older classmates in achievement test scores.,Young and old classmates achieve same results in test scores.,Walang pagkakaiba sa pagitan ng mas bata at mas nakatatandang mga kaklase sa mga iskor sa pagsusulit sa tagumpay.,Ang mga bata at matatandang kaklase ay nagkakaroon ng gayunding mga resulta sa mga iskor sa pagsusulit.
entailment,"He sought comfort in a line on the open page before him:     levius fit patientia quicquid corrigere est nefas.   Sought it, but hardly found it.",There was some foreign language in the pages before him.,"Naghangad siya ng kaaliwan sa isang linya sa bukas na pahina sa harap niya: levius fit quicquid corrigere est nefas.mand, ngunit hindi ito natagpuan.",May ilang banyagang wika sa mga pahinang nauna sa kaniya.
entailment,"And so when they told her she had to go home with this guy, she said, Go home with him?",They told her to leave with the man.,"Kaya nang sabihin nila sa kaniya na kailangan na niyang umuwi kasama ng lalaking ito, sinabi niya, Umuwi ka na kasama niya?",Sinabihan nila siyang umalis na kasama ng lalaki.
entailment,exactly and i was very flattered until she told me she the company she was with,She made me feel good until I found out who she was with.,Tuwang - tuwa ako hanggang sa sabihin niya sa akin na kasama niya ang kasama niya,Pinasaya niya ako hanggang sa malaman ko kung sino siya.
entailment,the latest contract that was awarded Virginia sued or has got a lawsuit against uh Gratin to stop construction because it was unfairly obtained or something like that you know,The contracts have been very messy.,ang pinakabagong kontrata na ipinagkaloob sa Virginia na magdemanda o kumuha ng demanda laban sa uh Gratin upang ihinto ang konstruksiyon sapagkat ito ay di - makatarungang nakuha o isang bagay na gaya ng alam mo,Ang mga kontrata ay masyadong magulo.
entailment,"Pitt, who watched the scene from the quarter-deck rail, tells us that his lordship was as grave as a parson at a hanging.",Pitt witnessed how his lordship was serious during the scene.,"Si Pitt, na pinanood ang eksena mula sa quarter-deck rail, ay nagsasabi sa atin na ang kanyang pagkapanginoon ay kasing laki ng isang parson sa isang nakabitin.",Nasaksihan ni Pitt kung paano naging seryoso ang kaniyang pagkapanginoon noong panahon ng eksena.
entailment,He had traveled to Pakistan but became agitated when asked if he had traveled to nearby countries while in Pakistan (Pakistan was the customary route to the training camps in Afghanistan).,It was not unusual for terrorists to travel through Pakistan into Afghanistan.,Naglakbay siya patungong Pakistan ngunit naligalig siya nang tanungin kung naglakbay siya sa mga kalapit na bansa habang sa Pakistan (Pakistan ang nakaugaliang ruta patungo sa mga kampong sanayan sa Afghanistan).,Karaniwan na para sa mga terorista na maglakbay sa Pakistan patungong Afghanistan.
entailment,"Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.","Laurel wreaths, olive branches, and acanthus leaves are on the rug's border.","Ang mga putong ni Laurel, na sumasagisag sa tagumpay, at mga sanga ng olibo na sumasagisag sa kapayapaan, ay nagpapalamuti rin sa hangganan ng alpombra pati na ang mga dahon ng acanthus.","Ang mga korona ni Laurel, mga sanga ng olibo, at mga dahon ng acanthus ay nasa hangganan ng alpombra."
entailment,"The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.",There are many English words that should be removed from the language.,"Ang pagsasalita sa Ingles ay punung - puno na ng kakatwang mga salita na hindi sana dapat tanggapin, at dapat na ngayon pa lamang mangyari.",Maraming mga salitang Tagalog na dapat alisin sa wika.
entailment,I don't want to go into the Third SS that's Third Strategic Support Squadron.,I don't want to be part of the Third SS.,Ayaw kong mapabilang sa Third SS na Third Strategic Support Squadron.,Ayaw kong maging bahagi ng Third SS.
entailment,"They took Joe with them, and my Granny said, she said it was such a sad time in the house because, you know, everybody was missing Joe and they didn't know what to do.",Everyone in the house was moping because they missed Joe so much.,"Isinama nila si Joe, at sabi ng aking lola, sinabi niya na ito'y isang napakalungkot na panahon sa bahay sapagkat, alam mo, ang lahat ay nawawala kay Joe at hindi nila alam kung ano ang gagawin.",Lahat ng nasa bahay ay nakahimasukan dahil sa labis silang nangungulila kay Joe.
entailment,Will you add your dreams to ours?,Will your dreams become part of ours?,Idaragdag mo ba sa amin ang iyong mga pangarap?,Ang iyo bang mga pangarap ay magiging bahagi ng ating mga pangarap?
entailment,"If so, they might be induced to buy this edition because it contains 55 pages of words, definitions, and citations not previously published.",This book has many new words that were not published before.,"Kung gayon, baka mahikayat silang bilhin ang edisyong ito dahil naglalaman ito ng 55 pahina ng mga salita, pakahulugan, at mga teksto na hindi pa nailalathala noon.",Maraming bagong salita ang aklat na ito na hindi pa nailathala noon.
entailment,"Singel was once the outer barrier for the medieval city, but as the city expanded, Herengracht (Gentleman's Canal), Keizersgracht (Emperor's Canal), and Prinsengracht (Princes' Canal) enlarged the web.",Singel was an outer barrier.,"Ang Singel ay dating panlabas na harang para sa lungsod noong Edad Medya, ngunit habang lumalawak ang lungsod, pinalaki ng Herengracht (Gentleman's Canal), Keizersgracht (Emperor's Canal), at Prinsengracht (Princes' Canal) ang web.",Ang Singel ay isang panlabas na harang.
entailment,"Miramar, a pleasant residential quarter with fine family homes, benefits from its position alongside the Isla Grande commuter airport.",Miramar has pretty homes.,"Si Miramar, isang kaayaayang tirahan na may magagandang tahanan ng pamilya, ay nakikinabang sa posisyon nito sa tabi ng paliparan ng Isla Grande commuter.",Ang Miramar ay may magagandang tahanan.
entailment,"In turn, object must be on machine for minutes, then machine for minutes, and so on.",The object must be on the machine for more than a single second.,"Ang bagay naman ay dapat na nasa makina sa loob ng ilang minuto, pagkatapos ay makina sa loob ng ilang minuto, at iba pa.",Ang bagay ay dapat na nasa makina nang mahigit sa isang segundo.
entailment,The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.,Technology can reduce how long providers and staff need to screen people.,Maaaring bawasan ng paggamit ng teknolohiya ang panahong kailangan para sa mga tagapaglaan at mga kawani upang personal na maglaan ng mga serbisyo sa pagsusuri at pakikialam at mga pasyenteng pinupuntirya na maaaring makinabang mula sa maiikling mensahe sa pamamagitan nito.,Maaaring bawasan ng teknolohiya kung gaano katagal kailangang suriin ng mga tagapaglaan at mga kawani ang mga tao.
entailment,"In other words, when households' existing assets increase in value, people can save less from current income and still achieve their wealth-income target.",Increased value in existing assets can lower the amount of savings from income that is needed.,"Sa ibang salita, kapag ang mga umiiral na asset ng mga kasambahay ay tumaas ang halaga, ang mga tao ay maaaring makatipid ng kaunti sa kasalukuyang kita at makamit pa rin ang kanilang kayamanan-income target.",Ang mas malaking halaga sa umiiral na mga ari - arian ay magpapababa sa halaga ng natitipid mula sa kita na kinakailangan.
entailment,"So it took me like, an hour to two hours just to find what I needed.",It took me a while to find it.,Kaya gumugol ako ng isang oras hanggang dalawang oras upang masumpungan kung ano ang kailangan ko.,Matagal din bago ko nasumpungan ito.
entailment,yeah i have a credit union,I do have a credit union I go to.,Ang yah i ay may unyon ng kredito,Ako'y may isang credit union na pinupuntahan ko.
entailment,"There are, of course, many elegant and flirtatious scenes set on yachts.",Yachts are used as the setting for many elegant scenes.,"Mangyari pa, maraming elegante at kaakit - akit na mga eksena ang makikita sa mga yate.",Ginagamit ang mga Yacht bilang tagpo para sa maraming eleganteng eksena.
entailment,The CTC analyst who drafted the briefing drew on reports over the previous four years.,The analyst used multiple reports in order to draft the document.,Ang CTC analyst na nagtala ng maikling ulat ay gumamit ng mga ulat sa nakalipas na apat na taon.,Gumamit ang tagasuri ng maraming ulat upang maiguhit ang dokumento.
entailment,"For example, in GGD, a design study was done as a separate job, culminating",A design study was conducted in isolation.,"Halimbawa, sa GGD, isang pag - aaral sa disenyo ang ginawa bilang isang hiwalay na trabaho, na umabot sa sukdulan",Isang pag - aaral sa disenyo ang isinagawa nang nag - iisa.
entailment,The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!,Organizations just like yours are what help form fantastic connections each and every day.,Ang kahanga - hangang mga koneksiyon na nabubuo bawat araw ay nagiging posible sa pamamagitan ng pagsuporta ng mga organisasyong gaya mo sa mga operasyon ng Samahan!,Ang mga organisasyon na katulad na katulad ng sa iyo ang tumutulong upang makabuo ng di - kapani - paniwalang mga koneksiyon sa bawat araw.
entailment,"They teach us to be resolute, relentless, and resourceful.","Being resolute, relentless, and resourceful are skills that can be taught.","Tinuturuan tayo ng mga ito na maging matatag, walang - lubay, at mapamaraan.","Ang pagiging matatag, walang - lubay, at mapamaraan ay mga kasanayan na maaaring ituro."
entailment,Other advisers have echoed this concern.,This concern is shared by several different advisers.,Ang iba pang tagapayo ay nagpahayag ng pagkabahalang ito.,Ang pagkabahalang ito ay pinagsasaluhan ng ilang iba't ibang tagapayo.
entailment,"The faaade of the Temple of Ramses II is one of the most enduring images of Egypt and though you may have seen them in photographs, they are truly breathtaking in reality.",The faaade was in the Temple of Ramses II.,"Ang faade ng Templo ni Ramses II ay isa sa pinakamatatagal na larawan ng Ehipto at bagaman maaaring nakita mo ang mga ito sa mga larawan, ang mga ito ay tunay na makapigil - hininga sa katunayan.",Ang faaada ay nasa Templo ni Ramses II.
entailment,"Kuala Perlis, south of the state capital, Kangar, is the departure point for the less than an hour's ferry journey to Langkawi.",Kuala Perlis was to the south.,"Ang Kuala Perlas, timog ng kabisera ng estado, Kangar, ay ang leave point para sa wala pang isang oras na biyahe ng ferry papuntang Langkawi.",Si Kuala Perlas ay nasa timog.
entailment,The rugged mountains of the Serra de Tramuntana sweep down to the sea so steeply here that there are few points of access and only one harbor and port of any size along the coast.,The mountains make it hard to build harbors.,Ang baku - bakong kabundukan ng Serra de Tramuntana ay umaalimpuyo sa dagat nang gayon na lamang katarik anupat iilan lamang ang lugar na mararating at iisa lamang ang daungan at daungan na may anumang laki sa kahabaan ng baybayin.,"Dahil sa mga bundok, mahirap magtayo ng mga daungan."
entailment,"The nearby streets Mallorca, Valencia, and Provenaa are also overflowing with interesting shops.",The shops in the nearby streets are interesting.,"Ang kalapit na mga lansangan ng Mallorca, Valencia, at Provena ay umaapaw din sa kawili - wiling mga tindahan.",Kawili - wili ang mga tindahan sa kalapit na mga lansangan.
entailment,The junk yards of history are strewn with wreckage.,The evidence is the wreckage in the junk yards of history.,Ang mga tambakan ng basura sa kasaysayan ay nakakalatan ng mga kagibaan.,Ang ebidensiya ay ang pagkawasak sa gitna ng mga basura sa kasaysayan.
entailment,"Bid them take in sail, Jeremy,  he said quietly.",He spoke with a soft tone.,"Itali sila sa layag, Jeremy, sinabi niya nang tahimik.",Siya'y nagsalita na may malumanay na tono.
entailment,"Life can be infernally complex,  he sighed.",He let out a sign of resignation.,"Ang buhay ay maaaring maging masalimuot, siya'y nagbuntong - hininga.",Nagbitiw siya.
entailment,"We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.",The majority of that money is from ticket sales.,"Ibinalik namin ang 58% ng perang iyon sa benta ng tiket, iniiwan ang 32% upang kunin mula sa mga donasyon at mga regalo mula sa mga kaibigan na gaya ng iyong sarili.",Ang karamihan ng salaping iyan ay mula sa benta ng tiket.
entailment,The connection between the limited nation and unbounded equality has paradoxical overtones.,The nation is not reaching its full potential.,Ang kaugnayan sa pagitan ng limitadong bansa at ng walang - katulad na pagkakapantay - pantay ay may balintunang pahiwatig.,Hindi naaabot ng bansa ang buong potensiyal nito.
entailment,"While the test results for physical search exceeded the national average, both the metal detector and X-ray results were below average.",The metal detector results were below the national average.,"Habang ang mga resulta ng pagsubok para sa pisikal na paghahanap ay lumagpas sa pambansang average, ang parehong metal detector at X-ray na resulta ay mas mababa sa average.",Ang resulta ng detektor ng metal ay mababa sa pambansang katamtaman.
entailment,"Come to find out it was a U2 aircraft but we couldn't, we could not say one word about what it was; nothing to our wives, kids or anybody.",We weren't allowed to talk about the U2.,"Nalaman ko na ito ay isang eruplanong U2 subalit hindi namin malaman, hindi namin masabi kahit isang salita kung ano ito; wala sa aming mga asawa, mga bata o sinuman.",Hindi kami pinayagang mag - usap tungkol sa U2.
entailment,The equally whimsical nature of the  definitions' defies description.,The definitions are also very whimsical seeming.,Ang gayunding kapritsol na katangian ng pagpapakahulugan ay hindi kapani - paniwala.,Ang mga kahulugan ay napakabango rin.
entailment,"Later it held courts of law, and justice was dispensed here.",It had court held there.,"Nang maglaon ay humawak ito ng mga hukuman ng batas, at ibinigay rito ang katarungan.",Nagkaroon ito ng hukuman na ginanap doon.
entailment,"He did not trouble to rise, not even when Lord Julian, obeying the instincts of finer breeding, set him the example.","Lord Julian rose, showing good manners, but he did not bother standing.","Hindi siya nahirapang bumangon, kahit na nang si Panginoong Julian, na sumusunod sa katutubong ugali ng mas mahusay na pagpaparami, ay magpakita sa kaniya ng halimbawa.","Si Panginoong Julian ay sumikat, na nagpapakita ng magandang asal, ngunit hindi siya nag-abala sa pagtayo."
entailment,"They make targets harder to attack successfully, and they deter attacks by making capture more likely.",They make the targets themselves more challenging so in turn they are making captures happen more often.,"Ginagawa nitong mas mahirap na salakayin nang matagumpay ang mga target, at hinahadlangan nito ang mga pagsalakay sa pamamagitan ng paggawang mas malamang na mahuli ang mga ito.",Ginagawa nila ang mga target na mas mahirap para sa kanila na gumawa ng mga huli na mas madalas mangyari.
entailment,have you read The Firm,Did you read The Firm?,ay nabasa mo na ang The Firm,Nabasa mo ba ang The Firm?
entailment,"The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.",The estimates deal with long-term exposure.,"Ang mga pagtatantiya na hinango mula sa long-term exposure studies, na siyang pangunahing dahilan ng malaking bahagi ng mga benepisyo sa Base Estimate, ay hindi apektado.",Ang mga tantiya ay tungkol sa long-term exposure.
entailment,oh it was Snake River oh Snake River with a lot of snakes in it,Snake River is filled with snakes.,Oh ito ay Snake River oh Snake River na may maraming ahas dito,Ang Ilog Ahas ay punô ng mga ahas.
entailment,"That can be our control tower,  he suggests to Vance, pointing to a corner by a bookshelf.",Someone is talking to Vance.,"Iyan ay maaaring maging aming control tower, iminungkahi niya kay Vance, itinuturo ang isang sulok sa pamamagitan ng isang istante ng aklat.",May nakikipag - usap kay Vance.
entailment,These can include unforeseen chances to enhance student and faculty learning by inviting special visitors and scholars to the campus when they happen to be in the state.,Students can benefit from campus visits.,Maaaring kabilang dito ang di - inaasahang mga pagkakataon upang mapasulong ang pag - aaral ng estudyante at ng pakultad sa pamamagitan ng pag - aanyaya sa pantanging mga bisita at mga iskolar sa kampus kapag sila ay nasa estado.,Ang mga estudyante ay maaaring makinabang sa mga pagdalaw sa kampus.
entailment,Many languages have this ambiguity.,This ambiguity is true about most languages.,Maraming wika ang may ganitong pag - aalinlangan.,Ang pag - aalinlangang ito ay totoo tungkol sa karamihan ng mga wika.
entailment,"In this poem, Joaquan lives and flees in a ship to Mexico or South America, and the body that is decapitated is actually that of his good friend Ramen.",The dead body belongs to Ramen.,"Sa tulang ito, si Joaquan ay namumuhay at tumatakas sa isang barko patungong Mexico o Timog Amerika, at ang katawan na pinugutan ng ulo ay sa katunayan yaong sa kaniyang matalik na kaibigang si Ramen.",Ang bangkay ay pag-aari ni Ramen.
entailment,"In addition, few postal administrations pay their employees as large a wage premium as does the U.S.",The US pays postal employees better than most countries.,"Karagdagan pa, iilang administrasyon sa koreo ang nagbabayad sa kanilang mga empleado ng malaking halaga ng sahod na gaya ng ibinabayad ng U.S.",Mas malaki ang ibinabayad ng US sa mga empleyado ng koreo kaysa sa karamihan ng mga bansa.
entailment,"Second, the ED is a fast-paced environment in which providers cannot easily find time to conduct brief alcohol interventions, even if they have the training, skills, and desire to do so.",Things move really fast in the ED.,"Ikalawa, ang ED ay isang mabilis-paced na kapaligiran kung saan ang mga provider ay hindi madaling makahanap ng panahon upang magsagawa ng maikling mga interbensiyon ng alkohol, kahit na mayroon silang pagsasanay, kasanayan, at pagnanais na gawin ito.",Ang mga bagay ay talagang mabilis na kumikilos sa ED.
entailment,"If you have questions or suggestions, please call either myself (924-5471) or Bob Lovell (274-0622) today.",Bob Lovell can answer questions.,"Kung ikaw ay may mga tanong o mungkahi, pakisuyong tawagan mo ang aking sarili (924-5471) o Bob Lovell (274-0622) ngayon.",Masasagot ni Bob Lovell ang mga tanong.
entailment,besides i probably would look at something uh maybe a a V six,I am thinking of looking at a V6.,Bukod sa i marahil ay titingin sa isang bagay na uh marahil sa isang V anim,Iniisip kong tingnan ang isang V6.
entailment,"When I pull, when he pulls the canopy for me to start getting him out, he points to two instruments on the left side of the aircraft that had actually melted during the flight.",There were instruments in the aircraft that melted.,"Kapag humihila ako, kapag hinihila niya ang kulandong upang ilabas ko siya, itinuturo niya ang dalawang instrumento sa kaliwang panig ng eruplano na aktuwal na natunaw sa panahon ng paglipad.",May mga instrumento sa eroplano na natunaw.
entailment,"..,  but the second time the encounter is  he is caught in the middle between two friends.",The second time the encounter involves three people.,".., ngunit sa ikalawang pagkakataon ay naipit siya sa gitna ng dalawang magkaibigan.","Sa ikalawang pagkakataon, tatlong tao ang nasasangkot sa sagupaang iyon."
entailment,but i know that in some i know in a lot of rural areas they're not that good,They are not very good in rural areas.,"Pero alam ko na sa ilang lugar sa kabukiran, hindi ganoon kabuti ang mga ito",Ang mga ito ay hindi masyadong mabuti sa mga lalawigan.
entailment,"Since when have you commanded on the main deck, Ogle? I take my orders from the Captain.",Ogle had attempted to give orders as though he were the Captain.,"Mula kailan mo iniutos sa pangunahing kubyerta, Ogle? kinuha ko ang aking utos mula sa Kapitan.",Tinangka ni Ogle na magbigay ng utos na para bang siya ang Kapitan.
entailment,The system also chose passengers at random to receive additional security scrutiny.,Some passengers get checked more thoroughly by security.,Pinili rin ng sistema ang mga pasahero nang ala - suwerte upang tumanggap ng karagdagang pagsusuri sa seguridad.,Ang ilang pasahero ay mas sinusuri nang husto sa pamamagitan ng seguridad.
entailment,This is the legal underpinning of Justice Anthony Kennedy's nostalgic embrace of states' rights.,Kennedy favors states' rights.,Ito ang legal na pag - uulat ng mga karapatan ni Hukom Anthony Kennedy na tinatanggap ng mga estado.,Kennedy ay pabor sa mga karapatan ng estado.
entailment,It made sense for the state to outsource tactical functions such as help desks and mainframe management.,The state outsourced things like help desks and mainframe management.,Nagkaroon ng diwa na ang estado ay ma-outsource taktikal na mga tungkulin tulad ng pagtulong sa mga desks at mainframe management.,Nahigitan ng estado ang mga bagay tulad ng pagtulong sa mga desk at pangangasiwa ng mainframe.
entailment,Go beyond these sights to Nathaniel Hawthorne's House of the Seven Gables.,There are more sights to see.,Lumampas ka pa sa mga tanawing ito sa House of the Seven Gables ni Nathaniel Hawthorne.,Marami pang dapat makita.
entailment,"The United States defended, and still defends, Muslims against tyrants and criminals in Somalia, Bosnia, Kosovo, Afghanistan, and Iraq.",Muslims in Somalia are sometimes threatened by tyrants.,"Ipinagtanggol, at ipinagtanggol pa rin ng Estados Unidos, ang mga Muslim laban sa mga maniniil at kriminal sa Somalia, Bosnia, Kosovo, Afghanistan, at Iraq.","Kung minsan, ang mga Muslim sa Somalia ay pinagbabantaan ng mga maniniil."
entailment,it's only getting worse exponentially it seems um,It seems to be getting worse.,para bang lalo lamang itong lumalala,Waring ito'y lumulubha.
entailment,"Search for condescension, sentimentality, irony (with separate options for intentional and unintentional), pandering, obscurantism, and puns;",Irony is divided into subcategories.,"Hanapin ang konsekwensiya, sentimyento, ironiya (na may hiwalay na mga pagpipilian para sa sinasadya at hindi sinasadya), pamumuwersa, obhektibismo, at punsiyon;",Ang ironiya ay nahahati sa mga subcategorya.
entailment,Limpiar means to clean and a limpia is similar to a barrida.,The word that means to clean is Limpiar.,Ang ibig sabihin ng Limpiar ay linisin at ang limpa ay katulad ng barrida.,Ang salitang nangangahulugang linisin ay Limpiar.
entailment,And then once you get everything entered you can go on from there.,You can continue after you enter everything.,At minsang makapasok ka na sa lahat ng bagay ay maaari ka nang magpatuloy mula roon.,Maaari kang magpatuloy pagkatapos mong pumasok sa lahat ng bagay.
entailment,"More  Capitalizing on frayed relations between British Telecom and MCI, WorldCom outbid BT by offering $30 billion for MCI.",WorldCom was in a bidding war against BT.,"Mas Kabisera sa pag-aalsa sa mga nasirang relasyon sa pagitan ng British Telecom at MCI, WorldCom outbid BT sa pamamagitan ng pag-aalok ng $30 bilyon para sa MCI.",Ang WorldCom ay nasa isang digmaan laban sa BT.
entailment,You will find the Brehan Museum (dedicated to Art Deco and Art Nouveau) in a former infantry barracks opposite the Egyptian museum.,The museum is near the Egyptian museum.,Masusumpungan mo ang Brehan Museum (inialay sa Art Deco at Art Nouveau) sa isang dating kuwartel ng impanteriya sa tapat ng museo ng Ehipto.,Malapit ang museo sa museo ng Ehipto.
entailment,What are you doing becomes  Watch a dune.,they change the words up.,Ang ginagawa mo ay nagiging isang dune.,Binabago nila ang mga salita.
entailment,"Then let them know that if they attempt to hinder our sailing hence, we'll hang the doxy first and fight for it after.","We will attempt to battle over it, once we begin to sail.","Pagkatapos ay ipaalam sa kanila na kung sisikapin nilang hadlangan ang ating paglalayag dito, isasampay muna natin ang doxy at makikipaglaban tayo para rito.","Sisikapin nating labanan ito, minsang magsimula tayong maglayag."
entailment,and it can go on for ten twenty years i i think this is a little ridiculous,I think it's nuts that it can last so long.,at maaari itong magpatuloy sa loob ng sampung dalawampung taon i ay mag-isip na ito ay medyo katawa-tawa,Sa palagay ko ito'y maaaring tumagal nang gayon katagal.
entailment,"On the shingle at the back of the zawn lay a crumpled black car and a bright pink fishing buoy, small as toys against the boulders.","The car and the fishing buoy were tiny, compared to the boulders.","Sa shingle sa likod ng zawn ay nakahiga ang isang bilog na itim na kotse at isang matingkad na kulay rosas na boya sa pangingisda, maliliit na gaya ng mga laruan sa malalaking bato.","Maliit lamang ang kotse at ang boya sa pangingisda, kung ihahambing sa malalaking bato."
entailment,"In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.",There is a much greater impact of volume in the United States.,"Sa kabaligtaran, ang epekto ng lakas ng kuryente ay mas malaki sa E.U. kaysa sa Pransiya sapagkat ang E.U. ay may mas mababang mga tirahan sa koreo at mas maraming iba't ibang tomo.",Mas malakas ang epekto nito sa Estados Unidos.
entailment,His key personnel shared very little information with the National Security Council and the rest of the national security community.,His staff shared some information with the national security community.,Ang kanyang mga pangunahing tauhan ay nagbahagi ng napakakaunting impormasyon sa National Security Council at sa natitirang bahagi ng pambansang security community.,Ibinahagi ng kaniyang mga kawani ang ilang impormasyon sa pambansang pamayanang panseguridad.
entailment,The presence of Bugsy Siegel and Kid Twist in our recent history does not mean we are a tough people.,Just because Bugsy Siegel and Kid Twist are a part of our history doesn't mean we're automatically tough.,Ang pagkanaroroon nina Bugsy Siegel at Kid Twist sa ating kamakailang kasaysayan ay hindi nangangahulugan na tayo ay isang mahirap na bayan.,Dahil lamang sa ang Bugsy Siegel at Kid Twist ay isang bahagi ng ating kasaysayan ay hindi nangangahulugan na tayo ay awtomatikong matigas.
entailment,The spirit of liberalism prevalent in Europe was tardy in reaching Spain.,Liberalism didn't come to Spain until later.,Ang espiritu ng liberalismo na laganap sa Europa ay hindi sapat upang marating ang Espanya.,Ang Liberalismo ay hindi dumating sa Espanya hanggang sa kalaunan.
entailment,"With Microsoft Helpdesk assistance I figured out that my CD-ROM drive was probably connected to my sound card and not to the IDE port, and thus was foiling Linux.",I was having trouble with Linux.,"Sa tulong ng Microsoft Helpdesk ay napag-alaman ko na ang aking CD-ROM drive ay malamang na konektado sa aking sound card at hindi sa daungan ng IDE, at sa gayon ay binigo ang Linux.",Nahihirapan ako kay Linux.
entailment,"The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.",The technical cost effects are figured one way.,"Ang teknikal na mga epektong halaga, dahil sa gawain na ginagawa ng isang partido na maaaring gawin ito sa mas mataas na halaga, ay kinakalkula rin sa katulad na paraan na gaya ng dati.",Ang teknikal na mga epekto ng halaga ay ipinalalagay na isang paraan.
entailment,That was in Bridgetown on the night of the Spanish raid.,The Spanish raid was done at night.,Iyon ay sa Bridgetown noong gabi ng paglusob ng mga Kastila.,Ang paglusob ng mga Kastila ay ginagawa sa gabi.
entailment,The same is true of the sense of nationhood.,The same applies to the sense of national identity.,Totoo rin ito kung tungkol sa diwa ng pagkabansa.,Kumakapit din ito sa diwa ng pambansang pagkakakilanlan.
entailment,"In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.",They supported the organization because they knew it would benefit the city.,"Sa kanilang naliwanagang self-interest, sinuportahan nila ang bagong organisasyong ito, sa pagkaalam na makikinabang dito ang lungsod sa kabuuan.",Sinuportahan nila ang organisasyon dahil alam nilang makikinabang dito ang lunsod.
entailment,"Steady, Old Wolf! Steady!  Captain Blood admonished him.",Captain Blood yelled to Old Wolf.,Pinayuhan siya ng Kapitan Dugo.,Ang Kapitan Dugo ay sumigaw kay Old Wolf.
entailment,"But he was, you know, in a lot of ways, just like a plantation owner's son because he was the son of this guy who owned a lot of property.",His dad owned a lot of property.,"Pero alam mo, siya'y parang anak ng isang may - ari ng plantasyon sapagkat siya ang anak ng lalaking ito na nagmamay - ari ng maraming ari - arian.",Maraming ari - arian ang kaniyang ama.
entailment,So why does Gates produce at such a frantic pace?,Gates does not produce slowly.,Kaya bakit kaya napakabilis ng paggawa ng mga Gate?,Ang mga pintuang - daan ay hindi gumagawa nang mabagal.
entailment,course that might up crime you know and uh people go in and steal your television and steal and sell it just because they can't they can't work anymore you know,That might cause crime to increase.,Mangyari pa na maaaring magpataas ng krimen na alam mo at uh ang mga tao ay pumapasok at nagnanakaw ng iyong telebisyon at nagnanakaw at ipinagbibili ito dahil lamang sa hindi na sila makapagtrabaho pa alam mo,Iyan ay maaaring maging sanhi ng pagdami ng krimen.
entailment,"The staff is working on a program to increase the numbers of flamingos in the US Virgin Islands, and you will find a small flock here successfully breeding each year.",The staff works to increase how many flamingos are on the island.,"Ang mga kawani ay nagtatrabaho sa isang programa upang dagdagan ang bilang ng mga flamingo sa US Virgin Islands, at masusumpungan mo ang isang maliit na kawan dito na matagumpay na nagpaparami taun - taon.",Ang mga kawani ay nagtatrabaho upang dagdagan ang dami ng flamingo sa isla.
entailment,"That is why we feel cheated by hollow walls, flimsy doors, and shaky balustrades.",We are not happy with hollow walls and flimsy doors.,"Iyan ang dahilan kung bakit nadarama nating tayo'y dinadaya ng hungkag na mga pader, mahihinang pinto, at mabuway na mga balustrade.",Hindi kami nasisiyahan sa hungkag na mga pader at mahihinang pinto.
entailment,"Given time and improved technology, all non-radio phones may be branded as wire phones .",Non radio phones will all end up as wire phones.,"Kung bibigyan ng panahon at pinahusay na teknolohiya, ang lahat ng mga teleponong di-radio ay maaaring heruhan bilang mga teleponong kawad .",Ang mga teleponong walang radyo ay pawang magiging mga teleponong kawad.
entailment,"Intelligence report, interrogation of KSM, July 30, 2003.",An interrogation of KSM was performed in July of 2003.,"Intelligence report, interogasyon ng KSM, Hulyo 30, 2003.",Isang interogasyon ng KSM ang isinagawa noong Hulyo ng 2003.
entailment,"And I was like OK, and that was it!","After I said yes, it ended.","At ayos naman ako, at gayon nga!","Nang sumagot ako ng oo, natapos na ito."
entailment,I have yet Room for six scotches more.,I can still consume six more scotches.,Mayroon pa akong Room para sa anim pang sootches.,Nakauubos pa rin ako ng anim pang sootches.
