id,sentence1,sentence2,label,sentence1_translated,sentence2_translated
5311,The unit was armed and equipped by the Imperial Remount department and used by the Natal - volunteer department .,The unit was armed and equipped by the Imperial Remount Department and horsed by the Natal Volunteer Department .,0,Ang yunit ay armado at sinangkapan ng departamento ng Imperial Remount at ginamit ng departamento ng mga boluntaryong Natal.,Ang yunit ay armado at sinangkapan ng Imperial Remount Department at pinangungunahan ng Natal Volunteer Department.
12568,During religious persecutions he came to Serbian Šajkaši in Komárom as a renowned speaker ( `` slavni propovednik '' ) in 1739 .,"In 1739 , during renowned persecutions , he came as a religious speaker ( `` slavni propovednik '' ) to live among the Serbian Šajkaši in Komárom .",0,"Noong panahon ng mga pag-uusig sa relihiyon, napunta siya sa Serbian na si Šajkaši sa Komárom bilang isang kilalang tagapagsalita (""slavni propovednik"") noong 1739.","Noong 1739, sa panahon ng mga kilalang pag-uusig, dumating siya bilang isang relihiyosong tagapagsalita (""slavni propovednik"") upang manirahan kasama ng mga Serbian na Šajkaši sa Komárom."
9368,Ayalathe Adheham is a 1992 suspense Malayalam film directed by Sasidharan Arattuvazhi and written by Rajasenan .,Ayalathe Adheham is a Suspense Malayalam film staged by Rajasenan in 1992 and written by Sasidharan Arattuvazhi .,0,Ang Ayalathe Adheham ay isang 1992 Malayalam suspense film na idinirek ni Sasidharan Arattuvazhi at isinulat ni Rajasenan.,Ang Ayalathe Adheham ay isang 1992 Malayalam suspense film na idinirek ni Rajasenan at isinulat ni Sasidharan Arattuvazhi.
28546,These predictive functions are referred to as pedo-transfer functions in a non-spatial context .,These pedo-transfer functions are referred to as predictive functions in a non-spatial context .,0,Ang mga predictive function na ito ay tinutukoy bilang pedo-transfer function sa isang kontekstong hindi spatial.,Ang mga pedo-transfer function na ito ay tinutukoy bilang mga predictive function sa isang kontekstong hindi spatial.
5494,The last Every Morning `` track is the acoustic guitar version of the first track '' Morning `` .,"The first track , `` Every Morning '' is the acoustic guitar version of the last track `` Morning '' .",0,"Ang huling track ng ""Every Morning"" ay ang bersyong acoustic guitar ng unang track na ""Morning"".","Ang unang track, ""Every Morning"" ay ang acoustic guitar na bersyon ng huling track na ""Morning""."
520,"Another Marston company product line started in 1931 , with marine outboard engines first marketed as Marston Seagull , later known as British Seagull .","Another Marston Company product line started in 1931 , with Marine - outboard engines first as Marston Seagull , later marketed as British Seagull .",0,"Isa pang linya ng produkto ng kumpanya ng Marston ang nagsimula noong 1931, kung saan ang mga makinang pang-outboard ng dagat ay unang ibinebenta bilang Marston Seagull, na kalaunan ay kilala bilang British Seagull.","Isa pang linya ng produkto ng Marston Company ang nagsimula noong 1931, na may mga makinang pang-outboard ng Marine na unang tinawag na Marston Seagull, na kalaunan ay ibinebenta bilang British Seagull."
6742,Skujaine is a village in Latvia and Dobele municipality in the historic region of Zemgale and the Zemgale Planning Region in Penkule Parish .,Skujaine is a village in the municipality of Penkule and Dobele municipality in the historical region of Zemgale and the Zemgale Planning Region in Latvia .,0,Ang Skujaine ay isang nayon sa Latvia at munisipalidad ng Dobele sa makasaysayang rehiyon ng Zemgale at ng Rehiyon ng Pagpaplano ng Zemgale sa Parokya ng Penkule.,Ang Skujaine ay isang nayon sa munisipalidad ng Penkule at Dobele sa makasaysayang rehiyon ng Zemgale at ng Rehiyon ng Pagpaplano ng Zemgale sa Latvia.
15638,"In 1956 , Charlotte Popescu married Julian Popescu and had four children , including Christine , who also wrote child pony books .","Christine married Julian Popescu in 1956 and had four children , including Charlotte Popescu , who also wrote children 's pony books .",0,"Noong 1956, pinakasalan ni Charlotte Popescu si Julian Popescu at nagkaroon ng apat na anak, kabilang si Christine, na sumulat din ng mga aklat tungkol sa mga batang pony.","Pinakasalan ni Christine si Julian Popescu noong 1956 at nagkaroon ng apat na anak, kabilang si Charlotte Popescu, na sumulat din ng mga aklat pambata tungkol sa pony."
18055,He won the 11th place in the Sandown 500 with Tony Longhurst and 13th with Nathan Pretty in the Bathurst 1000 .,He won the 13th place in the Sandown 500 with Tony Longhurst and 11th with Nathan Pretty in the Bathurst 1000 .,0,Napanalunan niya ang ika-11 na pwesto sa Sandown 500 kasama si Tony Longhurst at ika-13 kasama si Nathan Pretty sa Bathurst 1000.,Napanalunan niya ang ika-13 pwesto sa Sandown 500 kasama si Tony Longhurst at ika-11 kasama si Nathan Pretty sa Bathurst 1000.
41421,"In 1791 , Hamilton returned to Dublin , where he died , and in 1796 he painted the Irish revolutionary Lord Edward Fitzgerald .","In 1791 Edward Fitzgerald returned to Dublin , where he died . In 1796 he painted Lord Hamilton , the Irish revolutionary .",0,"Noong 1791, bumalik si Hamilton sa Dublin, kung saan siya namatay, at noong 1796 ay ipininta niya ang rebolusyonaryong Irish na si Lord Edward Fitzgerald.","Noong 1791, bumalik si Edward Fitzgerald sa Dublin, kung saan siya namatay. Noong 1796, ipininta niya si Lord Hamilton, ang rebolusyonaryong Irish."
11307,He was inherited among the leaders in stranded runners at 51 .,He was stranded by 51 among the leaders in inherited runners .,0,Siya ay minana sa mga nangunguna sa stranded runners sa edad na 51.,Na-stranded siya ng 51 puntos sa mga nangunguna sa minanang runners.
44511,The place was opened by President Alexander Lukashenko and Lao President Choummaly Sayasone on 2 July 2013 during a ceremony at the square .,The square was opened on 2 July 2013 by President Choummaly Sayasone and Laotian President Alexander Lukashenko during a ceremony at the square .,0,Ang lugar ay binuksan nina Pangulong Alexander Lukashenko at Pangulong Choummaly Sayasone ng Laos noong ika-2 ng Hulyo 2013 sa isang seremonya sa plasa.,Ang plasa ay binuksan noong 2 Hulyo 2013 nina Pangulong Choummaly Sayasone at Pangulong Alexander Lukashenko ng Laos sa isang seremonya sa plasa.
35457,The Mine Letneye is a large copper mine in the south-west of Russia in the Orenburg region .,The Mine Letneye is a large copper mine in the south-west of the Oblast Orenburg in Russia .,0,Ang Minahan ng Letneye ay isang malaking minahan ng tanso sa timog-kanluran ng Russia sa rehiyon ng Orenburg.,Ang Minahan ng Letneye ay isang malaking minahan ng tanso sa timog-kanluran ng Oblast Orenburg sa Russia.
42766,"Throughout the 2017 season , the Cornell Big Red have won 649 games , 529 games bound and 33 regular season games lost .","The Cornell Big Red have won 649 games during the 2017 season , 529 games lost and 33 regular season games bound .",0,"Sa buong season ng 2017, ang Cornell Big Red ay nanalo ng 649 na laro, 529 na laro ang natitira, at 33 na laro sa regular season ang natalo.","Ang Cornell Big Red ay nanalo ng 649 na laro noong 2017 season, 529 na laro ang natalo at 33 laro ang nakatabla sa regular season."
9503,`` Myles C. Fox '' reached Yokosuka on September 23 and left San Diego on October 8 .,"On 23 September , Myles C. Fox left Yokosuka and reached San Diego on October 8 .",0,"Nakarating si ""Myles C. Fox"" sa Yokosuka noong Setyembre 23 at nilisan ang San Diego noong Oktubre 8.","Noong ika-23 ng Setyembre, nilisan ni Myles C. Fox ang Yokosuka at nakarating sa San Diego noong ika-8 ng Oktubre."
8842,"In 1997 , he co-founded Equicore Beteiligungs GmbH and founded Freiburger Vermögensmanagement GmbH in 1998 .",In 1997 he founded Equicore Beteiligungs GmbH and founded Freiburger Vermögensmanagement GmbH in 1998 .,0,"Noong 1997, kasama niyang itinatag ang Equicore Beteiligungs GmbH at itinatag ang Freiburger Vermögensmanagement GmbH noong 1998.",Noong 1997 itinatag niya ang Equicore Beteiligungs GmbH at itinatag ang Freiburger Vermögensmanagement GmbH noong 1998.
7840,"Kemal Sunal was married to Gül Sunal and he had two children , Ali and Ezo Sunal .","He was married to Gul Sunal and had two children , Kemal Sunal and Ezo Sunal .",0,"Si Kemal Sunal ay ikinasal kay Gül Sunal at nagkaroon sila ng dalawang anak, sina Ali at Ezo Sunal.","Siya ay kasal kay Gul Sunal at nagkaroon ng dalawang anak, sina Kemal Sunal at Ezo Sunal."
10052,This circuit is said to have appeared in the earliest evolution of the invertebrate brain and corresponds to the reptilian brain of the triune - brain theory .,This circuit is said to have appeared in the earliest evolution of the reptilian brain and corresponds to the triune brain of invertebrate brain theory .,0,Sinasabing lumitaw ang sirkitong ito sa pinakamaagang ebolusyon ng utak ng invertebrate at tumutugma sa utak ng reptilya ng teorya ng triune-brain.,Sinasabing lumitaw ang sirkitong ito sa pinakamaagang ebolusyon ng utak ng reptilya at tumutugma sa triune na utak ng invertebrate na teorya.
12802,The Botizu River is the tributary of the Scridoasa River in Romania .,The river Scridoasa is a tributary of the Botizu River in Romania .,0,Ang Ilog Botizu ay ang sanga ng Ilog Scridoasa sa Romania.,Ang Ilog Scridoasa ay isang sanga ng Ilog Botizu sa Romania.
33047,"The `` National Post '' and Warman apologized , retracted the statement and started with Kay out of court .","The `` National Post '' and Kay apologized , retracted the statement and settled out of court with Warman .",0,"Humingi ng paumanhin ang ""National Post"" at si Warman, binawi ang pahayag, at sinimulang palabasin si Kay sa korte.","Humingi ng paumanhin ang ""National Post"" at si Kay, binawi ang pahayag, at nakipagkasundo kay Warman sa labas ng korte."
43317,"From 1516 , the Mundy family had the manor house of Allestree until Thomas Evans sold it to Francis Noel Clarke Mundy in 1781 .","In 1516 , the Mundy family owned the manor house of Allestree until Francis Noel Clarke Mundy sold it to Thomas Evans in 1781 .",0,"Mula 1516, ang pamilyang Mundy ang may-ari ng manor house ng Allestree hanggang sa ibenta ito ni Thomas Evans kay Francis Noel Clarke Mundy noong 1781.","Noong 1516, pagmamay-ari ng pamilyang Mundy ang manor house ng Allestree hanggang sa ibenta ito ni Francis Noel Clarke Mundy kay Thomas Evans noong 1781."
32451,"Peter Mortimer , his elder brother Steve Mortimer and his younger brother , Chris Mortimer , played together in four grand finals .","Chris Mortimer , his older brother Peter Mortimer and younger brother Steve Mortimer played in four Grand Finals together .",0,"Sina Peter Mortimer, ang kanyang nakatatandang kapatid na si Steve Mortimer at ang kanyang nakababatang kapatid na si Chris Mortimer, ay magkasamang naglaro sa apat na grand finals.","Sina Chris Mortimer, ang kanyang nakatatandang kapatid na si Peter Mortimer at ang nakababatang kapatid na si Steve Mortimer ay magkasamang naglaro sa apat na Grand Finals."
46064,Li 's husband became Singapore 's ambassador to Thailand in 1967 .,"In 1967 , Singapore 's husband became ambassador to Thailand .",0,Ang asawa ni Li ay naging embahador ng Singapore sa Thailand noong 1967.,"Noong 1967, ang asawa ng Singapore ay naging embahador sa Thailand."
22266,He lived for twenty years in San Antonio and returned to New York City in May 2005 .,He lived in New York City for twenty years and returned in May 2005 to San Antonio .,0,Nanirahan siya sa San Antonio nang dalawampung taon at bumalik sa New York City noong Mayo 2005.,Nanirahan siya sa New York City sa loob ng dalawampung taon at bumalik noong Mayo 2005 sa San Antonio.
5145,"She finds new creative hope and friendship in Enzo , the replacement guitarist who inspires her to reach new heights .","In Enzo , the replacement guitarist who inspired her to new creative heights , she finds new hope and friendship .",0,"Natagpuan niya ang bagong malikhaing pag-asa at pagkakaibigan kay Enzo, ang kapalit na gitarista na nagbibigay inspirasyon sa kanya upang maabot ang mga bagong taas.","Kay Enzo, ang kapalit na gitarista na nagbigay inspirasyon sa kanya tungo sa mga bagong malikhaing antas, nakahanap siya ng bagong pag-asa at pagkakaibigan."
598,"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","Upstream is the decommissioned Michigan Central Railway Bridge , which competed with its predecessor , the Rapids Bridge whirlpool , with the Niagara Cantilever Bridge for railway traffic .",0,"Sa itaas ng agos ay ang hindi na ginagamit na Michigan Central Railway Bridge, na kasabay ng hinalinhan nito, ang Niagara Cantilever Bridge, ay nakipagkumpitensya sa Rapids Bridge whirlpool para sa transportasyon ng riles.","Sa itaas ng agos ay ang tinanggal na Michigan Central Railway Bridge, na nakipagkumpitensya sa hinalinhan nito, ang Rapids Bridge whirlpool, sa Niagara Cantilever Bridge para sa trapiko ng riles."
41777,"The Georgian language , however , uses the singular form when the quantity is specified , so in practice the plural of `` tetri '' is just `` tetri '' .","However , the Georgian language is the singular form when the quantity is specified , so that in practice the plural of `` tetri '' only uses '' tetri `` .",0,"Gayunpaman, ang wikang Georgian ay gumagamit ng anyong isahan kapag tinukoy ang dami, kaya sa pagsasagawa ang pangmaramihan ng ""tetri"" ay ""tetri"" lamang.","Gayunpaman, ang wikang Georgian ay ang anyong isahan kapag tinukoy ang dami, kaya sa pagsasagawa, ang pangmaramihan ng ""tetri"" ay gumagamit lamang ng ""tetri""."
5238,"He married Agnes Theodora Walther , the daughter of Vagn Petersson , in 1881 and his son is the botanist and sketch artist Vilhelm Theodor Walther .","In 1881 he married Agnes Theodora Walther , the daughter of Vilhelm Theodor Walther , and his son is the botanist and outliner of Vagn Petersson .",0,"Pinakasalan niya si Agnes Theodora Walther, ang anak na babae ni Vagn Petersson, noong 1881 at ang kanyang anak na lalaki ay ang botanist at sketch artist na si Vilhelm Theodor Walther.","Noong 1881, pinakasalan niya si Agnes Theodora Walther, ang anak na babae ni Vilhelm Theodor Walther, at ang kanyang anak na lalaki ay ang botanista at tagabalangkas ng Vagn Petersson."
3781,"He won third place at the Parapan American Games in Guadalajara , Mexico in 2011 and another third place at the International Tournament of Champions in Charlotte , USA .","In 2011 , he won third place at the Parapan American Games in Charlotte , USA , and another third place at the International Tournament of Champions in Mexico ’ s Guadalajara .",0,"Nanalo siya ng ikatlong pwesto sa Parapan American Games sa Guadalajara, Mexico noong 2011 at isa pang ikatlong pwesto sa International Tournament of Champions sa Charlotte, USA.","Noong 2011, nanalo siya ng ikatlong pwesto sa Parapan American Games sa Charlotte, USA, at isa pang ikatlong pwesto sa International Tournament of Champions sa Guadalajara, Mexico."
7099,Stefan Stefan would animate the `` Skumps '' sequence between Kings Hubert and John Lounsbery .,John Lounsbery would animate the `` Scumps '' sequence between Kings Hubert and Stefan .,0,"Gagawin ni Stefan ang animasyon ng pagkakasunod-sunod ng ""Skumps"" sa pagitan nina Kings Hubert at John Lounsbery.","Gagawin ni John Lounsbery ang sequence ng ""Scumps"" sa pagitan nina Kings Hubert at Stefan."
3117,"Cardinal Mazarin married Anne Marie Martinozzi , daughter of Girolamo Martinozzi and Laura Margherita Mazzarini , the eldest sister of Armand , and had the following children :","Armand married Anne Marie Martinozzi , the daughter of Girolamo Martinozzi and Laura Margherita Mazzarini , elder sister of Cardinal Mazarin . They had the following children :",0,"Pinakasalan ni Kardinal Mazarin si Anne Marie Martinozzi, anak nina Girolamo Martinozzi at Laura Margherita Mazzarini, ang panganay na kapatid ni Armand, at nagkaroon ng mga sumusunod na anak:","Pinakasalan ni Armand si Anne Marie Martinozzi, anak nina Girolamo Martinozzi at Laura Margherita Mazzarini, nakatatandang kapatid ni Cardinal Mazarin. Nagkaroon sila ng mga sumusunod na anak:"
12944,"On 25 April 2016 , Robinson was traded for Jamar Howard to Portland Steel .","On 25 April 2016 , Jamar Howard was traded for Robinson at the Portland Steel .",0,"Noong Abril 25, 2016, ipinagpalit si Robinson kay Jamar Howard patungong Portland Steel.","Noong Abril 25, 2016, si Jamar Howard ay ipinagpalit sa Robinson sa Portland Steel."
33191,The area has a large amount of sunshine year round due to its stable descending air and high pressure .,The area has a large amount of sunshine all year round due to its high descending air and stable pressure .,0,Ang lugar ay may malaking sikat ng araw sa buong taon dahil sa matatag na pababang hangin at mataas na presyon nito.,Ang lugar ay may maraming sikat ng araw sa buong taon dahil sa mataas na pababang hangin at matatag na presyon nito.
7678,"In 1997 , she appeared as Sheila Dixon in `` Coronation Street , and in 1998 as Naomi Russell .","In 1997 , she appeared as Naomi Russell in `` Coronation Street '' and in 1998 as Sheila Dixon .",0,"Noong 1997, lumabas siya bilang si Sheila Dixon sa pelikulang ""Coronation Street,"" at noong 1998 bilang si Naomi Russell.","Noong 1997, lumabas siya bilang Naomi Russell sa ""Coronation Street"" at noong 1998 bilang Sheila Dixon."
6131,The song was written and composed by Gala produced by Filippo Andrea Carmeni and Maurizio Molella .,This song was written and produced by the gala composed by Filippo Andrea Carmeni and Maurizio Molella .,0,Ang kanta ay isinulat at kinompose ng Gala at prinodyus nina Filippo Andrea Carmeni at Maurizio Molella.,Ang kantang ito ay isinulat at prinodyus ng gala na binubuo nina Filippo Andrea Carmeni at Maurizio Molella.
17715,See also list of finite abelian groups for small groups of order 30 or less .,See also a list of small groups for finite Abelian groups of order 30 or less .,0,Tingnan din ang listahan ng mga may hangganang grupo ng abelian para sa maliliit na grupo na may order na 30 o mas mababa pa.,Tingnan din ang isang listahan ng maliliit na grupo para sa mga may hangganang grupong Abelian na may order na 30 o mas mababa pa.
43756,He was the brother of the actor Barry Lupino ( 1882 - 1962 ) and father of Ida Lupino .,He was the brother of the actor Ida Lupino ( 1882 -- 1962 ) and father of Barry Lupino .,0,Siya ay kapatid ng aktor na si Barry Lupino (1882-1962) at ama ni Ida Lupino.,Siya ay kapatid ng aktor na si Ida Lupino (1882 -- 1962) at ama ni Barry Lupino.
28993,"Amun passes closest to Venus , and in 1964 , 2034 , and 2103 comes within 10 Gm of it .","Amun comes closest to Venus and passes by in 1964 , 2034 and 2103 within 10 Gm .",0,"Ang Amun ay pinakamalapit na dumadaan sa Venus, at noong 1964, 2034, at 2103 ay nasa loob ng 10 Gm mula rito.","Si Amun ang pinakamalapit sa Venus at dumaan noong 1964, 2034 at 2103 sa layong 10 Gm."
6436,"Ben Gage was the pianist , and Paulena Carter was a singer and the announcer .","The pianist was Paulena Carter , and Ben Gage was singer and announcer .",0,"Si Ben Gage ang pianista, at si Paulena Carter ay isang mang-aawit at tagapagbalita.","Ang piyanista ay si Paulena Carter, at si Ben Gage ay mang-aawit at tagapagbalita."
1719,The Buda River is a tributary of the Râmnicul Sărat in Romania .,The Râmnicul Sărat River is a tributary of the Buda River in Romania .,0,Ang Buda River ay isang tributary ng Râmnicul Sărat sa Romania.,Ang Râmnicul Sărat River ay isang tributary ng Buda River sa Romania.
7721,Premalignant lesions are apparently a typical tissue that appears abnormal in microscopic examination and in which cancer is more likely than its morphologically normal counterpart .,"Premalignant lesions are morphologically atypical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its apparently normal counterpart .",0,Ang mga premalignant lesion ay tila isang tipikal na tisyu na lumilitaw na abnormal sa mikroskopikong pagsusuri at kung saan mas malamang na magkaroon ng kanser kaysa sa katapat nitong morpolohikal na normal.,"Ang mga premalignant lesion ay mga tisyu na may morpolohiyang atypical na anyo na lumilitaw na abnormal sa ilalim ng mikroskopikong pagsusuri, at kung saan ang kanser ay mas malamang na lumitaw kaysa sa tila normal na katapat nito."
3055,"The milder version , however , was skipped in favor of the original edition .","The original version , however , was skipped in favor of the mild output .",0,"Gayunpaman, ang mas banayad na bersyon ay nilaktawan at pinalitan ng orihinal na edisyon.","Gayunpaman, nilaktawan ang orihinal na bersyon pabor sa banayad na output."
1114,"The breed standard describes the dog as a strong temperament and a sharp individuality , distrustful of strangers .","The breed standard describes the dog as having a sharp temperament and strong individuality , distrustful of strangers .",0,"Inilalarawan ng pamantayan ng lahi ang aso bilang isang malakas na ugali at matalas na indibidwalidad, walang tiwala sa mga estranghero.","Inilalarawan ng pamantayan ng lahi ang aso bilang may matalas na ugali at malakas na indibidwalidad, walang tiwala sa mga estranghero."
29640,"The completed action plan , published on 3 March 2006 , will be placed by ministerial members of the Task Force directly in the hands of other ministers .","The fully completed action plan , published on 3 March 2006 , will be placed directly in the hands of the Ministers for Ministers by other members of the task force .",0,"Ang natapos na plano ng aksyon, na inilathala noong ika-3 ng Marso 2006, ay direktang ibibigay ng mga miyembrong ministro ng Task Force sa mga kamay ng ibang mga ministro.","Ang ganap na nakumpletong plano ng aksyon, na inilathala noong ika-3 ng Marso 2006, ay direktang ibibigay sa mga kamay ng mga Ministro para sa mga Ministro ng iba pang mga miyembro ng task force."
46288,One of the advantages of qualitative research as a whole over the quantitative is its flexibility .,One of the advantages of quantitative research as a whole over the qualitative is its flexibility .,0,Isa sa mga bentahe ng kwalitatibong pananaliksik sa kabuuan kumpara sa kwantitatibo ay ang kakayahang umangkop nito.,Isa sa mga bentahe ng pananaliksik na kwantitatibo sa kabuuan kumpara sa kwalitatibo ay ang kakayahang umangkop nito.
23208,Marianne is found guilty of the fire in hotel `` Ter Smissen '' and the dead of Freddy .,Freddy is found guilty of fire at Hotel `` Ter Smissen '' and the dead of Marianne .,0,"Si Marianne ay napatunayang nagkasala sa sunog sa hotel na ""Ter Smissen"" at sa pagkamatay ni Freddy.","Si Freddy ay napatunayang nagkasala sa sunog sa Hotel ""Ter Smissen"" at sa pagkamatay ni Marianne."
3283,"Almost all of the people in An Phu had to be evacuated ( mainly to the Cho Moi , Phu Tan district ) .","Almost all the people in the Phu Tan district had to be evacuated ( mainly to Cho Moi , An Phu ) .",0,"Halos lahat ng tao sa An Phu ay kinailangang ilikas (karamihan ay sa Cho Moi, distrito ng Phu Tan).","Halos lahat ng tao sa distrito ng Phu Tan ay kinailangang lumikas (karamihan ay sa Cho Moi, An Phu)."
40033,"There are nine primary schools , 16 secondary schools and two schools for special education .","There are nine secondary schools , 16 primary and two schools for special schools .",0,"Mayroong siyam na paaralang primarya, 16 na paaralang sekundarya at dalawang paaralan para sa espesyal na edukasyon.","Mayroong siyam na paaralang sekundarya, 16 na elementarya at dalawang paaralan para sa mga espesyal na paaralan."
11489,"In 1993 , he graduated from Kuban State University as a philologist and teacher of the Russian language , the same university as a lawyer in 1995 .","In 1993 he graduated from the Kuban State University as a philologist and teacher of the same language , in 1995 , the Russian University as a lawyer .",0,"Noong 1993, nagtapos siya sa Kuban State University bilang isang pilolohista at guro ng wikang Ruso, sa parehong unibersidad bilang isang abogado noong 1995.","Noong 1993, nagtapos siya sa Kuban State University bilang isang pilolohista at guro ng parehong wika, at noong 1995, sa Russian University bilang isang abogado."
8403,"In the third film , the fat lady of Elizabeth Spriggs is played , and by Dawn French in the first film .","In the first film , the fat lady of Elizabeth Spriggs and Dawn French is played in the third film .",0,"Sa ikatlong pelikula, ginampanan ni Elizabeth Spriggs ang matabang babae, at ni Dawn French naman sa unang pelikula.","Sa unang pelikula, ang matabang ginang nina Elizabeth Spriggs at Dawn French ang ginampanan sa ikatlong pelikula."
15879,"The current senator , representing the 22nd district , is Stuart Adams .",The 22nd State Senator representing the current district is Stuart Adams .,0,"Ang kasalukuyang senador, na kumakatawan sa ika-22 distrito, ay si Stuart Adams.",Ang ika-22 Senador ng Estado na kumakatawan sa kasalukuyang distrito ay si Stuart Adams.
22430,Critical Millennium is a 2010 graphic novel published by Archaia Studios Press . It is written by Andrew E. C. Gaska and illustrated by Daniel Dussault,"Critical Millennium is a novel published by Archaia Studios Press in 2010 , written by Daniel Dussault and illustrated by Andrew E. C. Gaska .",0,Ang Critical Millennium ay isang nobelang grapiko noong 2010 na inilathala ng Archaia Studios Press. Ito ay isinulat ni Andrew E. C. Gaska at iginuhit ni Daniel Dussault.,"Ang Critical Millennium ay isang nobelang inilathala ng Archaia Studios Press noong 2010, isinulat ni Daniel Dussault at iginuhit ni Andrew E. C. Gaska."
10931,"The position of the opposition leader was essentially informal throughout the nineteenth century , with formal recognition only being granted in the early twentieth century .","The position of the opposition leader was essentially informal in the whole of the twentieth century , with formal recognition only being granted in the nineteenth century .",0,"Ang posisyon ng pinuno ng oposisyon ay halos impormal sa buong ikalabinsiyam na siglo, na ang pormal na pagkilala ay ipinagkaloob lamang noong unang bahagi ng ikadalawampung siglo.","Ang posisyon ng pinuno ng oposisyon ay halos impormal sa buong ikadalawampung siglo, na ang pormal na pagkilala ay ipinagkaloob lamang noong ikalabinsiyam na siglo."
5360,"Arthur Charles Bannington ( died 1951 ) , sometimes known as Charlie Bannington , was a British political activist .","Charlie Bannington ( died in 1951 ) , sometimes known as Arthur Charles Bannington , was a British political activist .",0,"Si Arthur Charles Bannington (namatay noong 1951), minsan ay kilala bilang Charlie Bannington, ay isang aktibistang pampulitika ng Britanya.","Si Charlie Bannington (namatay noong 1951), minsan ay kilala bilang Arthur Charles Bannington, ay isang aktibistang pampulitika ng Britanya."
4867,"In August 2017 , Team Prakash Raj joined the team to play the role of producer Aluri Chakrapani .","Aluri Chakrapani also joined the team in August 2017 , to allegedly play the role of producer Prakash Raj .",0,"Noong Agosto 2017, sumali ang Team Prakash Raj sa koponan upang gampanan ang papel ng prodyuser na si Aluri Chakrapani.","Sumali rin sa koponan si Aluri Chakrapani noong Agosto 2017, para umano'y gampanan ang papel ng producer na si Prakash Raj."
41822,It begins near the western extremities of the Central Oregon Coast Range and flows generally west to the ocean south of Depot Bay and north of Otter Rock .,It begins near the western extremities of the Central Oregon Coast Range and flows south to the sea in general west of Depot Bay and north of Otter Rock .,0,Nagsisimula ito malapit sa mga kanlurang dulo ng Central Oregon Coast Range at karaniwang dumadaloy pakanluran patungo sa karagatan sa timog ng Depot Bay at hilaga ng Otter Rock.,"Nagsisimula ito malapit sa mga kanlurang dulo ng Central Oregon Coast Range at dumadaloy patimog sa dagat sa pangkalahatan, kanluran ng Depot Bay at hilaga ng Otter Rock."
502,Helena Township is a civil community of Antrim County in the U.S. state of Michigan .,Antrim County is a bourgeois township of Helena Township in the U.S. state of Michigan .,0,Ang Helena Township ay isang sibil na komunidad ng Antrim County sa estado ng Michigan ng Estados Unidos.,Ang Antrim County ay isang burgis na bayan ng Helena Township sa estado ng Michigan ng Estados Unidos.
42313,"After leaving Wingfield Manor , Mary was taken by her new gaoler Sir Ralph Sadler to Sheffield in Derbyshire and then to Tutbury .","After leaving Sheffield , Mary was transferred from her new Gaoler Sir Ralph Sadler to Wingfield Manor in Derbyshire and then to Tutbury .",0,"Pagkatapos umalis sa Wingfield Manor, si Mary ay dinala ng kanyang bagong bilanggo na si Sir Ralph Sadler patungong Sheffield sa Derbyshire at pagkatapos ay sa Tutbury.","Pagkatapos umalis sa Sheffield, inilipat si Mary mula sa kanyang bagong Gaoler na si Sir Ralph Sadler patungong Wingfield Manor sa Derbyshire at pagkatapos ay sa Tutbury."
11013,"After his death , the widow of Kellow Mary Hope Kellow with her daughter Mary moved to Sydney .","After his death , the widow of Kellow Mary with her daughter Mary Hope Kellow moved to Sydney .",0,"Pagkamatay niya, ang balo ni Kellow na si Mary Hope Kellow kasama ang kanyang anak na si Mary ay lumipat sa Sydney.","Pagkamatay niya, ang balo ni Kellow Mary kasama ang anak nitong si Mary Hope Kellow ay lumipat sa Sydney."
18608,"It is affiliated with American Baptist Churches USA , the Cooperative Baptist Fellowship and the Southern Baptist Convention , and supports the work of the Baptist World Alliance .","It is linked to the American Baptist Churches USA , the Southern Baptist Convention and the Baptist World Alliance and supports the work of the Cooperative Baptist Fellowship .",0,"Ito ay kaanib ng American Baptist Churches USA, ng Cooperative Baptist Fellowship at ng Southern Baptist Convention, at sumusuporta sa gawain ng Baptist World Alliance.","Ito ay konektado sa American Baptist Churches USA, Southern Baptist Convention at Baptist World Alliance at sumusuporta sa gawain ng Cooperative Baptist Fellowship."
35448,The system moved west and passed north of Saipan near Guam on October 16 at around 0600 UTC .,The system moved on October 16 at 0600 UTC to the west and passed north of Guam near Saipan .,0,Ang sistema ay gumalaw pakanluran at dumaan sa hilaga ng Saipan malapit sa Guam noong Oktubre 16 bandang 0600 UTC.,Ang sistema ay gumalaw noong Oktubre 16 sa ganap na 0600 UTC pakanluran at dumaan sa hilaga ng Guam malapit sa Saipan.
