gold_label,sentence1,sentence2
entailment,Ang ilan sa mga pinaka-kontrobersyal na probisyon ng Patriot Act ay magtatapos sa katapusan ng 2005.,Ang Patriot Act ay naglalaman ng ilang kontrobersyal na probisyon.
entailment,"Sa katunayan, ang salitang quark ay nasa OED bilang pandiwa na nangangahulugang 'umkroak,' na may mga sanggunian noong ika-19 na siglo tungkol sa mga palaka, uwak, at tagak.",Ang salitang quark ay nakalista sa mga diksyunaryo bilang pandiwa na tinukoy bilang tunog ng kurak ng mga palaka.
entailment,"Sobra itong lalaki, huhulihin tayo mula sa ating mga kama at hindi na tayo ibabalik sa bahay (Nobyembre 1974).",Inalis sila mula sa kanilang mga kama.
entailment,"Hindi si Obispo mismo iyon, sabi ni Wolverstone, sa pagitan ng tanong at pahayag.",Nagtanong si Wolverstone ng isang tanong na nagpakita ng kanyang pagtitiwala sa sarili sa harap ng iba.
entailment,"Ito ay kurba ng demand, na nakabatay sa kundisyong nananatiling pareho ang diskwento, kung saan walang magpapalit mula sa pagpapadala ng koreo papunta sa workshared.",Ang kurba ng demand ay nakadepende sa pagkakapareho ng diskwento.
entailment,"Ang (dba), isang kawanggawa, puro boluntaryo, at hindi kumikitang samahan ng mga miyembro, ay nagbibigay ng libreng impormasyon at tulong sa pagnenegosyo at sariling hanapbuhay sa mga indibidwal na may kapansanan na may pagka-entrepreneur, pati na rin sa mga propesyonal sa bokasyonal na rehabilitasyon, pagpapayo sa karera, at negosyo.",Binubuo ito ng mga boluntaryo.
entailment,"Tatawagan kita pagkalipas ng halos isang oras, sabi niya.",Sinabi niya na babalikan niya ang tawag.
entailment,"Dapat ko ba siyang tulungan sa kanyang takdang-aralin, at kung gayon, paano ko ito gagawin?",Dapat kong itanong sa sarili ko kung paano ko siya matutulungan sa takdang-aralin.
entailment,"Sa kabanata 5 inilarawan namin ang paglalakbay nina Nawaf al Hazmi, Khalid al Mihdhar, at iba pa sa Timog-Silangang Asya noong Enero 2000 sa unang bahagi ng operasyon ng eroplano.",Naglakbay si Nawaf al Hazmi noong Enero 2000.
entailment,"Sinusuri at inaalay-ayay ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan niya na hindi lamang ang salaysay ni Boswell ang pinakatumpak, kundi ginagamit pa niya ito upang ipakita ang pagkatao ni Johnson, samantalang ang iba ay nagpapalaganap lamang ng tsismis sa panitikan.",Sinusuri ni John Burke ang mga tala.
entailment,"Marami pang mga pagkakataon sa sining at kultura sa Indianapolis, ngunit wala nang mas mahusay kaysa sa Civic Theatre.",Ang Civic Theater ay nasa Indianapolis.
entailment,1) Pagtataas ng saklaw ng mga alternatibong paraan ng komunikasyon,Ang iba pang paraan ng komunikasyon ay nagiging mas popular.
entailment,"Halimbawa, noong 1983 ay nanghiram ang pondo ng Old-Age and Survivors Insurance mula sa mga pondo ng Disability Insurance at Hospital Insurance.",Kailangan ng pondo ng tiwala na mangutang ng pera.
entailment,"oh um hindi, pero may karera ng kabayong dayami sa Oaklawn tracks",May mga karera ng hay horse sa mga karerahan sa Oaklawn.
entailment,Hindi ka sigurado kung naging malinaw ka kung saang panig ka.,Hindi namin alam kung sino ang sinusuportahan mo.
entailment,"Mga bandang 10:15, kinumpirma ng Punong Tagapangasiwa ng FDNY at ng Punong Tagapangasiwa ng Kaligtasan, na bumalik sa West Street mula sa paradahan, na gumuho na ang South Tower.",Gumuho ang Timog Torre bago mag-10:15.
entailment,"Oo, isang grupong may espesyal na interes.",Interesado ang grupo sa usapin.
entailment,"Siyempre, tinanong nila ako doon kung bakit ako pumunta.",Tinanong nila ako kung bakit ako pumunta roon.
entailment,Ang mga instrumentong ito kapag pinagsama-sama ay bumubuo ng pangunahing orkestra para sa ilang tanyag na genre ng musika.,Binubuo ang orkestra ng mga instrumentong nabanggit kanina.
entailment,"Mas malapit sa Syntagma, sa Koloktroni Square, matatagpuan ang Pambansang Museo ng Kasaysayan na may koleksyon ng mga artipakto mula sa panahong pagkatapos ng Klasikal.",Ang Pambansang Museo ng Kasaysayan ay may maraming artipakto mula sa panahong pagkatapos ng Klasikal.
entailment,Ibinaba ng CIA ang pelikula at dinala ito sa Mga Nagkakaisang Bansa kinabukasan.,Dinala ng CIA ang pelikula sa UN.
entailment,"Pero uh, isipin mo.",Ito ay isang bagay na dapat pag-isipan.
entailment,Pinagsama ang mga sistema ng mapagkukunang pantao at mabilis na itinakda ang mga bagong estrukturang korporatibo upang matiyak ang patuloy na suporta sa pinalawak na base ng mga kustomer.,Nilikha ang mga estrukturang korporatibo.
entailment,"Sa San Antonio, ang pagtatanghal ng Los Pastores sa Simbahan ni Mahal na Birhen ng Guadalupe ay nagpapatuloy mula pa noong 1913.",Tinigil ang pagtatanghal noong 1987.
entailment,"Siyempre, kung hindi natin malutas ang ating piniling paraan ng pagkita ng kabuhayan, tayo ay mamamatay.",Kailangan nating malaman kung paano kumita ng kabuhayan para mabuhay.
entailment,"Eksakto, ito ay isang aktibong estado; hindi ito bagay na maaari kang maging pasibo at asahang makakabuti talaga. Sa tingin ko hindi.",Sa tingin ko kailangan mong maging dedikado rito para magtagumpay.
entailment,Hindi ako maaapektuhan ng sinabi ni Wolverstone.,May sinabi si Wolverstone na hindi nakapagpasaya.
entailment,"Para sa taong pananalapi na ito at sa susunod, kinakailangang pasanin ng paaralan ng batas ang pagbawas sa pondo mula sa estado at ang pagtaas ng gastos sa kalusugan na umaabot sa higit sa $400,000.",Kinakailangang harapin ng paaralan ng batas ang pagbawas sa badyet.
entailment,"Ulat ng intelihensiya, interogasyon ng detainee, Disyembre 2, 2001.",Isang detainee ang inusisa.
entailment,"Nasa loob sila ng saklaw, sigaw ni Ogle.",Sinabi ni Ogle na sila ay maaabot.
entailment,"Ang huling pangungusap: Ipinagpapalagay namin, siyempre, na hindi mo pa naisumite ang sanaysay na ito sa ibang lugar.",Ipinapalagay namin na hindi mo pa ipinapakita ang sanaysay na ito sa iba.
entailment,"Sa tingin ko, iyon ang dahilan kung bakit ko iyon naaalala.",Marahil kaya naalala ko iyon.
entailment,"Napakatumpak ng akustika sa loob ng libingan, na nagpapalakas sa tunog ng papalapit mong mga kasama.",Pinapalakas ng akustika ang tunog.
entailment,"Sa silangan lang ng terminal ng Star Ferry, makikita mo ang City Hall.",Ang Munisipyo ay malapit sa pantalan ng ferry.
entailment,"Gayunpaman, natapos ako at umuwi ako ng alas-6:30 ngayong araw, at ganoon ang naging araw ko.",Wala akong nagawa ng kahalagahan pagkatapos ng 6:30 ngayong araw.
entailment,"Para sa pamayanang pandaigdig na kinikilala nang ganoon, ang pagkakapantay-pantay—halimbawa, pagdating sa karapatan sa pagboto sa Pangkalahatang Asembleya ng Mga Nagkakaisang Bansa—ay nagiging isang pamantayang madaling ipatupad.",May mga karapatan sa pagboto.
entailment,Wala akong sapat na impormasyon.,Kailangan kong mangalap ng mas maraming impormasyon tungkol sa bagay na ito.
entailment,Walang indikasyon na sina Atta o Shehhi ay nakatanggap ng anumang karagdagang pagsasanay sa paglipad noong Hunyo.,Hindi namin hinihinalang nagpatuloy sina Atta at Shehhi sa pagsasanay sa paglipad noong Hunyo.
entailment,"Masigasig na ipinamimigay ang mga espesyal na kupon sa mga dalampasigan sa araw, sa pag-asang makahikayat ng pinakamaraming tao sa gabing iyon.","Pinamimigay ang mga kupon sa tabing-dagat, umaasang makahihikayat ng mga customer sa gabi."
entailment,"sige, at masarap ba ang lasagna nila?",Napakahusay ng kanilang lasagna.
entailment,Tingnan din ang Star Computer City sa Star House malapit sa terminal ng Star Ferry.,Matatagpuan ang Computer City sa Star House.
entailment,Ang paglago ng ekonomiya ay bahagi at di-maihihiwalay na aspeto ng pagkamalikhain ng sansinukob sa kabuuan.,Hindi maaaring paghiwalayin ang paglago ng ekonomiya mula sa sansinukob.
entailment,Mahirap Maghanap ng Patunay na Pinamunuan ni Bin Laden ang mga Atake.,Mahirap patunayan na si Bin Laden ang may pananagutan.
entailment,"Kahanga-hanga na nananatili pa rin ang anomalya na ito, kahit sa maraming makabagong sanggunian.",Ang anomalya na ito ay umiiral pa rin ngayon tulad ng dati.
entailment,"Walang duda, ang paunang pang-akit ng lungsod ay ang napakaraming makasaysayang gusali nito.",Maraming makasaysayang gusali na kawili-wili.
entailment,Mahalaga na marinig namin mula sa iyo sa huling pangangalap ng pondo ngayong panahon.,"Ito na ang huling kampanya para sa donasyon ngayong panahon, kaya kailangan namin ang iyong tulong!"
entailment,"Umupo si Pedro sa trono, bagaman nagpatuloy ang armadong pakikibaka nang ilang buwan at nanatili ang matagal na mapait na sama ng loob.",Ang digmaan ay tumagal ng ilang buwan.
entailment,"19 Kung ipagpapalagay na apat na buwan ng trabaho bago mabigyan ng kontrata, kakailanganin ang kabuuang 13 buwang panahon upang i-retrofit ang 675 MWe na boiler na ito.",Umabot ng kabuuang 13 buwan para i-retrofit ang boiler.
entailment,"Ang nagsimula bilang isang naglilibot na pangkat ng mga aktor noong 1973 na nag-perform para sa mga estudyante sa mga lungsod tulad ng Gary, Elkhart, at Terre Haute, ang programang pang-edukasyon ng IRT ngayon",Ang ilang mga aktor ay naglibot sa Indiana noong 1973.
entailment,Isang paraan upang makuha ang sagot ay simulan ito sa ibang tanong: Gaano kahalaga ang impormasyon ni Ames para sa mga Sobyet?,Maaaring may higit sa isang paraan para mahanap ang sagot.
entailment,"Ang mga tagasalin ng Bibliya ni King James ay nagsasalin ng Bibliya para sa Kristiyanong mambabasa; para sa kanila, binubuo ang Bibliya ng Lumang Tipan at ng Bagong Tipan.",Ang Bibliya ni King James ay naglalaman ng Luma at Bagong Tipan.
entailment,"Ikaw si Lord Julian Wade, naiintindihan ko, ang kanyang marahas na pagbati.",Tinanggap ni Lord Julian Wade ang iba sa isang paraan na itinuturing na marahas.
entailment,Lahat ng siyam na ahensiyang tumugon ay nag-uulat ng pakikilahok sa isang,May siyam na ahensya na tumugon nang positibo na lumahok sila.
entailment,Magmalasakit sa kung paano naaapektuhan ng pambansang balita ang lokal na lugar.,Nag-aalala tungkol sa mga lokal na lugar na naaapektuhan ng pambansang balita.
entailment,Huwag mong isipin na tinatanggap ko ito nang kusang-loob.,Hindi ko ito tinatanggap nang kusang-loob.
entailment,"Nang matukoy na may kaugnayan sa al Qaeda ang pag-atake, lumipat ang responsibilidad sa Tanggapan sa Lugar ng New York.",Inasikaso ito ng Tanggapan sa Lupa ng New York nang magpasya sila na sangkot ang al Qaeda.
entailment,Matinding tinamaan ng Dakilang Depresyon ang California.,Talagang naapektuhan nang malaki ang California ng masamang ekonomiya.
entailment,Ang malalim na asul na alpombra ay may nakaukit na ganap na makulay na Selyo ng Pangulo na napapalibutan ng limampung puting bituin.,Ang alpombra ay may selyo ng Pangulo.
entailment,"I-tag mo sila o ano pa man, ikaw ang gumagawa ng lahat. Sinasabi nila sa'yo kung ano ang gagawin, pero ikaw pa rin ang gumagawa ng lahat.","Pag sinabi nila sa'yo kung ano ang gagawin, ikaw na ang bahala at gawin mo ito nang mag-isa."
entailment,"Sa katunayan, bahagi ng kailangan natin ay isang paraan ng paglalarawan sa organisasyon ng mga tunay na proseso sa mundong hindi nasa ekilibriyo.",Kailangan nating lagyan ng label ang organisasyon.
entailment,At paano nga ba tinawag na Kermit ang isang napakalamig at hindi pantaong bagay tulad ng isang telekomunikasyon na protocol para sa paglilipat ng mga file sa pagitan ng mainframe at microcomputer?,Ang Kermit ay ang pangalan ng isang partikular na uri ng protocol sa telekomunikasyon.
entailment,Walang pinagkaiba sa pagitan ng mas batang at mas matandang kaklase sa mga marka ng pagsusulit sa pagganap.,Nakakamit ng mga batang magkaklase at ng mga matatandang magkaklase ang parehong resulta sa mga marka ng pagsusulit.
entailment,"Hinanap niya ang ginhawa sa isang linya sa bukas na pahina sa harap niya: levius fit patientia quicquid corrigere est nefas. Hinanap niya ito, ngunit halos hindi niya ito nahanap.",May ilang banyagang wika sa mga pahina sa harap niya.
entailment,"At nang sinabi nila sa kanya na kailangan niyang umuwi kasama ang lalaking ito, sinabi niya, ""Umuwi kasama siya?""",Sinabi nila sa kanya na umalis kasama ang lalaki.
entailment,"Eksakto, at labis akong napuri hanggang sa sinabi niya sa akin na siya ay kasama ng kumpanyang kinabibilangan niya.",Pinaramdam niya sa akin ang ganda ng pakiramdam hanggang sa malaman ko kung sino ang kasama niya.
entailment,"Ang pinakabagong kontratang iginawad sa Virginia ay sinampa ng kaso laban kay Gratin upang itigil ang konstruksyon dahil di-makatarungang nakuha ito o kung ano pa man, alam mo na.",Naging magulo talaga ang mga kontrata.
entailment,"Si Pitt, na nanonood sa tagpo mula sa barandilya ng quarter-deck, ay nagsabi sa atin na ang kanyang kamahalan ay kasing seryoso ng isang parson sa pagbitay.",Nasaksihan ni Pitt kung gaano kaseryoso ang kanyang panginoon sa tagpo.
entailment,Nakapunta siya sa Pakistan ngunit naging balisa nang tanungin kung nakapunta rin siya sa mga kalapit na bansa habang nasa Pakistan (ang Pakistan ang karaniwang ruta papunta sa mga kampo ng pagsasanay sa Afghanistan).,Hindi bihira na ang mga terorista ay bumiyahe sa Pakistan papuntang Afghanistan.
entailment,Ang mga korona ng laurel na sumasagisag sa tagumpay at mga sanga ng oliba na sumasagisag sa kapayapaan ay nagpapaganda rin sa gilid ng alpombra kasama ang mga dahon ng acanthus.,"May mga korona ng laurel, mga sanga ng oliba, at mga dahon ng acanthus sa gilid ng alpombra."
entailment,"Ang wikang Ingles ay sobra nang nabigatan ng mga kakaibang salita na hindi sana dapat pinayagan, at kahit ngayon ay dapat nang ilabas.",Maraming salitang Ingles ang dapat alisin sa wika.
entailment,Ayaw kong pumasok sa Ikatlong SS na Ikatlong Estratehikong Suportang Eskadron.,Ayaw kong maging bahagi ng Ikatlong SS.
entailment,"Dinala nila si Joe, at sabi ni Lola ko, napakasad ng panahong iyon sa bahay dahil, alam mo, nami-miss ng lahat si Joe at hindi nila alam kung ano ang gagawin.",Lahat sa bahay ay malungkot dahil nami-miss nila si Joe nang sobra.
entailment,Idadagdag mo ba ang iyong mga pangarap sa amin?,Magiging bahagi ba ng sa amin ang iyong mga pangarap?
entailment,"Kung gayon, maaaring mahikayat silang bilhin ang edisyong ito dahil naglalaman ito ng 55 pahina ng mga salita, kahulugan, at mga sipi na hindi pa nailalathala noon.",Ang aklat na ito ay may maraming bagong salita na hindi pa nailalathala dati.
entailment,"Ang Singel ay minsang panlabas na hadlang ng medyebal na lungsod, ngunit habang lumalawak ang lungsod, pinalawak ng Herengracht (Kanal ng mga Ginoo), Keizersgracht (Kanal ng mga Emperador), at Prinsengracht (Kanal ng mga Prinsipe) ang sapot.",Ang Singel ay isang panlabas na hadlang.
entailment,"Ang Miramar, isang kaaya-ayang pamayanan na may magagandang tahanan para sa pamilya, ay nakikinabang sa kanyang lokasyon sa tabi ng Isla Grande commuter airport.",Maganda ang mga bahay sa Miramar.
entailment,"Sa turn, dapat ang object ay nasa makina sa loob ng ilang minuto, pagkatapos ay ang makina sa loob ng ilang minuto, at iba pa.",Dapat nakalagay ang bagay sa makina nang higit sa isang segundo.
entailment,Ang paggamit ng teknolohiya ay maaaring magpababa ng oras na kailangan ng mga tagapagbigay at kawani upang personal na magsagawa ng mga serbisyong pagsusuri at interbensyon at ituro ang mga pasyenteng makikinabang sa mga maikling mensahe ng interbensyon.,Maaaring mapapaikli ng teknolohiya ang oras na kailangan ng mga tagapagbigay at ng mga kawani para magsuri sa mga tao.
entailment,"Sa madaling salita, kapag tumaas ang halaga ng umiiral na mga ari-arian ng sambahayan, maaari silang mag-ipon nang mas kaunti mula sa kasalukuyang kita at makamit pa rin ang kanilang target na yaman-kita.",Ang pagtaas ng halaga ng mga umiiral na ari-arian ay maaaring magpababa ng kinakailangang halaga ng ipon mula sa kita.
entailment,Kaya inabot ako ng mga isa hanggang dalawang oras para lang makita ang kailangan ko.,Inabot ako ng ilang sandali para mahanap ito.
entailment,"Oo, may credit union ako.",Mayroon akong credit union na pinupuntahan ko.
entailment,"Mayroon, siyempre, maraming eleganteng at malambing na eksena na nagaganap sa mga yate.",Ang mga yate ay ginagamit bilang tagpuan para sa maraming eleganteng tagpo.
entailment,Ang analista ng CTC na nagbalangkas ng briefing ay kumunsulta sa mga ulat sa nakalipas na apat na taon.,Gumamit ang analista ng maraming ulat upang maisulat ang dokumento.
entailment,"Halimbawa, sa GGD, isinagawa ang isang pag-aaral ng disenyo bilang isang hiwalay na gawain, na nagwakas",Isinagawa nang hiwalay ang isang pag-aaral sa disenyo.
entailment,Ang mga kahanga-hangang koneksyon na nabubuo araw-araw ay nagiging posible dahil sa suporta ng mga operasyon ng Lipunan mula sa mga organisasyong tulad ng sa inyo!,Ang mga organisasyong katulad ng sa inyo ang tumutulong bumuo ng kamangha-manghang koneksyon araw-araw.
entailment,"Itinuturo nila sa atin na maging matatag, walang humpay, at maparaan.","Ang pagiging matatag, walang humpay, at maparaan ay mga kasanayang maaaring ituro."
entailment,Iba pang mga tagapayo ang naghayag din ng pag-aalalang ito.,Ang pag-aalalang ito ay ibinabahagi ng ilang iba't ibang tagapayo.
entailment,"Ang harapan ng Templo ni Ramses II ay isa sa mga pinakatagal na larawan ng Ehipto, at kahit na nakita mo na ito sa mga larawan, talagang nakamamangha ito sa totoong buhay.",Ang faaade ay nasa Templo ni Ramses II.
entailment,"Ang Kuala Perlis, sa timog ng kabiserang lungsod ng estado na Kangar, ay ang pantalan para sa biyaheng ferry na hindi hihigit sa isang oras papuntang Langkawi.",Ang Kuala Perlis ay nasa timog.
entailment,"Ang magaspang na kabundukan ng Serra de Tramuntana ay bumabagsak nang napakatarik patungo sa dagat dito, kaya't kakaunti lamang ang mga daanan at iisa lamang ang pantalan at daungan na may anumang sukat sa kahabaan ng baybayin.",Pinapahirap ng mga bundok ang pagtatayo ng mga pantalan.
entailment,"Ang mga kalapit na kalye ng Mallorca, Valencia, at Provenaa ay punong-puno rin ng mga kawili-wiling tindahan.",Kawili-wili ang mga tindahan sa mga kalapit na kalye.
entailment,Ang mga tapunan ng kasaysayan ay puno ng mga guho.,Ang ebidensya ay ang mga labi sa mga tambakan ng basura ng kasaysayan.
entailment,"Utusan mo silang maglayag, Jeremy, sabi niya nang mahinahon.",Nagsalita siya nang malumanay na tinig.
entailment,"Maaaring napakakumplikadong parang impyerno ang buhay, humagulgol siya.",Naglabas siya ng buntong-hininga ng pagsuko.
entailment,"Nababawi namin ang 58% ng perang iyon sa pamamagitan ng benta ng tiket, at ang natitirang 32% ay nakukuha mula sa mga donasyon at regalo ng mga kaibigang tulad mo.",Ang karamihan ng perang iyon ay mula sa pagbebenta ng mga tiket.
entailment,Ang ugnayan sa pagitan ng limitadong nasyon at walang hangganang pagkakapantay-pantay ay may mga palaisipang kabalintunaan.,Hindi naaabot ng bansa ang buong potensyal nito.
entailment,"Bagaman lumampas sa pambansang karaniwan ang mga resulta ng pisikal na paghahanap, mas mababa sa karaniwan ang mga resulta ng metal detector at X-ray.",Ang mga resulta ng metal detector ay mas mababa kaysa sa pambansang karaniwan.
entailment,"Nalaman namin na isang eroplano ng U2 pala iyon, pero hindi kami makapagsabi ng kahit isang salita tungkol sa kung ano iyon; wala sa aming mga asawa, mga anak, o kanino man.",Hindi kami pinayagang pag-usapan ang U2.
entailment,Ang pantay na pabirong kalikasan ng mga kahulugan ay hindi mailarawan.,Ang mga kahulugan ay tila napaka-pantasiya rin.
entailment,"Pagkatapos noon, nagsagawa ito ng mga hukuman, at dito ipinamigay ang katarungan.",May korte doon.
entailment,"Hindi siya nagpagal na bumangon, kahit nang si Lord Julian, na sumusunod sa likas na ugali ng mas mataas na lahi, ay nagbigay ng halimbawa sa kanya.","Tumayo si Lord Julian, nagpakita ng magandang asal, ngunit hindi na niya inabala ang sarili na tumayo."
entailment,"Pinapahirap nila ang matagumpay na pag-atake sa mga target, at pinipigilan nila ang mga pag-atake sa pamamagitan ng pagpapataas ng posibilidad na mahuli ang mga ito.","Pinapahirapan nila ang mga target mismo, kaya naman mas madalas nang nagkakaroon ng mga pagsakop."
entailment,Nabasa mo na ba ang The Firm?,Binasa mo ba ang The Firm?
entailment,"Ang mga pagtatantya na nakuha mula sa mga pag-aaral ng pangmatagalang pagkakalantad, na bumubuo ng malaking bahagi ng mga benepisyo sa Batayang Pagtatantya, ay hindi naaapektuhan.",Ang mga pagtataya ay tumutukoy sa pangmatagalang pagkakalantad.
entailment,oh ito ang Ilog ng Ahas oh Ilog ng Ahas na maraming ahas dito,Ang Ilog Snake ay puno ng mga ahas.
entailment,"Iyon ang maaaring maging control tower natin, mungkahi niya kay Vance, habang itinuturo ang isang sulok sa tabi ng estante ng mga libro.",May nakikipag-usap kay Vance.
entailment,Kasama rito ang mga hindi inaasahang pagkakataon upang mapahusay ang pagkatuto ng mga estudyante at ng mga guro sa pamamagitan ng pag-iimbit sa mga espesyal na bisita at iskolar sa kampus kapag naroroon sila sa estado.,Makikinabang ang mga estudyante sa pagbisita sa kampus.
entailment,Maraming wika ang may ganitong kalabuan.,Ang kalabuan na ito ay totoo sa karamihan ng mga wika.
entailment,"Sa tula na ito, naninirahan at tumatakas si Joaquán sa isang barko patungong Mexico o Timog Amerika, at ang katawang naputol ang ulo ay sa totoo lang ang kanyang matalik na kaibigang si Ramen.",Ang bangkay ay pag-aari ni Ramen.
entailment,"Bukod dito, kakaunti lamang sa mga administrasyong postal ang nagbabayad sa kanilang mga empleyado ng kasing-laki ng premium sa sahod gaya ng sa Estados Unidos.",Mas mataas ang sahod ng mga empleyado ng koreo sa Estados Unidos kaysa sa karamihan ng mga bansa.
entailment,"Pangalawa, ang ED ay isang mabilis na kapaligiran kung saan hindi madaling makahanap ng oras ang mga tagapagbigay upang magsagawa ng maikling interbensyon sa alak, kahit na mayroon silang pagsasanay, kasanayan, at hangarin na gawin ito.",Mabilis talaga ang takbo ng mga bagay sa ED.
entailment,"Kung mayroon kayong mga tanong o mungkahi, tawagan ninyo ako (924-5471) o si Bob Lovell (274-0622) ngayon.",Maaari sagutin ni Bob Lovell ang mga tanong.
entailment,"Bukod pa rito, malamang titingnan ko ang isang, uh, marahil isang V-6.",Iniisip kong tingnan ang isang V6.
entailment,"Kapag hinila ko, kapag hinila niya ang canopy para simulan kong ilabas siya, itinuro niya ang dalawang instrumento sa kaliwang bahagi ng eroplano na tunay ngang natunaw habang lumilipad.",May mga instrumento sa eroplano na natunaw.
entailment,".., ngunit sa ikalawang pagkakataon ng pagkikita ay siya ang naipit sa gitna ng dalawang kaibigan.","Sa ikalawang pagkakataon, tatlo na ang tao sa tagpo."
entailment,"Pero alam ko na sa ilang, at sa maraming kanayunan, hindi sila ganoon kagaling.",Hindi sila masyadong maganda sa mga liblib na lugar.
entailment,"Simula kailan ka nang namumuno sa pangunahing dek, Ogle? Kinuukuha ko ang aking mga utos mula sa Kapitan.",Sinubukan ni Ogle na magbigay ng mga utos na para bang siya ang Kapitan.
entailment,Pinili rin ng sistema nang random ang mga pasahero upang sumailalim sa karagdagang pagsusuri sa seguridad.,Ang ilang pasahero ay sinusuri nang mas masinsinan ng seguridad.
entailment,Ito ang legal na saligan ng nostalhikong pagyakap ni Justice Anthony Kennedy sa mga karapatan ng mga estado.,Pabor si Kennedy sa karapatan ng mga estado.
entailment,May katuturan para sa estado na ipagkatiwala sa labas ang mga taktikal na tungkulin tulad ng help desk at pamamahala ng mainframe.,Ipinagkatiwala ng estado sa ibang kumpanya ang mga serbisyong tulad ng help desk at pamamahala ng mainframe.
entailment,Lumampas sa mga tanawing ito patungo sa Bahay ng Pitong Gable ni Nathaniel Hawthorne.,Marami pang tanawin ang dapat makita.
entailment,"Pinagtanggol ng Estados Unidos ang mga Muslim, at patuloy pa rin itong pinagtatanggol, laban sa mga tirano at kriminal sa Somalia, Bosnia, Kosovo, Afghanistan, at Iraq.",Minsan ay binabantaan ng mga tirano ang mga Muslim sa Somalia.
entailment,"Parang lalo lang itong lumalala nang eksponensyal, um.",Mukhang lalo pang lumalala.
entailment,"Maghanap ng pagmamarunong, sentimentalidad, ironia (na may hiwalay na mga pagpipilian para sa sinadya at hindi sinasadya), pag-aakit, pagtatago ng kahulugan, at mga palaisipan sa salita;",Hinati ang ironia sa mga subkategorya.
entailment,Ang limpiar ay nangangahulugang maglinis at ang limpia ay katulad ng barrida.,Ang salitang nangangahulugang maglinis ay Limpiar.
entailment,"At kapag naipasok mo na lahat, maaari ka nang magpatuloy mula doon.",Maaari kang magpatuloy pagkatapos mong ilagay ang lahat.
entailment,"Habang patuloy na sinasamantala ang masalimuot na ugnayan sa pagitan ng British Telecom at MCI, inalam ng WorldCom ang alok ng BT sa pamamagitan ng pag-aalok ng $30 bilyon para sa MCI.",Ang WorldCom ay nasa isang digmaan sa pag-bid laban sa BT.
entailment,Makikita mo ang Brehan Museum (na nakatuon sa Art Deco at Art Nouveau) sa isang dating baraks ng infanteriya na katapat ng Museo ng Ehipto.,Ang museo ay malapit sa Museo ng Ehipto.
entailment,"Ano ang ginagawa mo, maging isang burol ng buhangin.",Binabago nila ang mga salita.
entailment,"Pagkatapos, ipaalam sa kanila na kung susubukan nilang hadlangan ang aming paglayag mula rito, una naming bitayin ang puta at saka namin ito ipagtatanggol.",Susubukan naming makipaglaban dito kapag nagsimula na kaming maglayag.
entailment,"at maaari itong magpatuloy ng sampu hanggang dalawampung taon, sa tingin ko medyo katawa-tawa ito","Sa tingin ko, nakabaliw na kaya itong tumagal nang ganoon katagal."
entailment,"Sa batong pantalan sa likod ng siwang nakahiga ang isang nakasubsob na itim na kotse at isang matingkad na rosas na bumbilya ng pangingisda, na kasinglaki ng mga laruan sa harap ng mga dambuhalang bato.",Ang kotse at ang boyang pangingisda ay maliliit kumpara sa mga dambuhalang bato.
entailment,"Sa kabaligtaran, mas malaki ang epekto ng dami sa Estados Unidos kaysa sa Pransya dahil mas mababa ang densidad ng koreo sa Estados Unidos at mas malaki ang pagbabago-bago ng dami.",Mas malaki ang epekto ng dami sa Estados Unidos.
entailment,Ang kanyang mga pangunahing tauhan ay nagbahagi ng napakakaunting impormasyon sa National Security Council at sa iba pang bahagi ng komunidad ng pambansang seguridad.,Ibinahagi ng kanyang mga kawani ang ilang impormasyon sa komunidad ng pambansang seguridad.
entailment,Ang presensya nina Bugsy Siegel at Kid Twist sa ating kamakailang kasaysayan ay hindi nangangahulugang tayo ay matitigas na tao.,Hindi dahil bahagi ng ating kasaysayan sina Bugsy Siegel at Kid Twist ay awtomatiko nang matapang tayo.
entailment,Ang diwa ng liberalismo na laganap sa Europa ay mabagal na nakarating sa Espanya.,Hindi dumating sa Espanya ang liberalismo hanggang sa kalaunan.
entailment,"Sa tulong ng Microsoft Helpdesk, nalaman kong marahil nakakabit ang CD-ROM drive ko sa sound card at hindi sa IDE port, kaya nahihirapan ang Linux.",Nagkakaproblema ako sa Linux.
entailment,"Ang teknikal na epekto sa gastos, dahil sa trabahong isinasagawa ng isang partido na maaaring gawin ito sa mas mataas na gastos, ay kinakalkula rin sa parehong paraan tulad ng dati.",Ang mga teknikal na epekto sa gastos ay kinakalkula sa isang paraan.
entailment,Nangyari iyon sa Bridgetown sa gabi ng pagsalakay ng mga Espanyol.,Ang pagsalakay ng mga Espanyol ay isinagawa sa gabi.
entailment,Ganoon din ang totoo sa pakiramdam ng pagiging bansa.,Ganoon din ang nalalapat sa pakiramdam ng pambansang pagkakakilanlan.
entailment,"Sa kanilang makatwirang pansariling interes, sinuportahan nila ang umuusbong na organisasyong ito, dahil alam nilang makabubuti ito sa buong lungsod.",Sinusuportahan nila ang organisasyon dahil alam nilang makabubuti ito sa lungsod.
entailment,"Matatag ka, Matandang Lobo! Matatag! Pinaalalahanan siya ni Kapitan Blood.",Sumigaw si Captain Blood kay Old Wolf.
